jornada,dia,hora,team_a,team_b,expected_elo_a,expected_elo_a_std,expected_elo_b,expected_elo_b_std,prob_vitoria_a,prob_empate,prob_vitoria_b,divisao,grupo
9,,,Administração Pública,Economia,580.2,56.1,854.1,37.2,0.05,0.09,99.86,2,
9,,,Biologia,Ciências do Mar,339.4,90.6,414.3,33.5,23.44,4.94,71.62,2,
9,,,Biologia e Geologia,Eng. Biomédica,730.9,65.3,772.5,58.4,33.09,5.33,61.58,2,
9,,,Educação Básica,Gestão,392.7,24.7,612.7,89.5,4.29,0.87,94.84,2,
9,,,MTC,DPT,168.6,93.1,500.8,82.9,2.38,0.48,97.14,2,
9,,,Matemática,Psicologia,605.2,59.1,270.0,39.8,99.95,0.01,0.04,2,
10,,,Eng. Computadores e Telemática,Eng. de Materiais,780.9,50.7,876.6,42.8,13.21,3.72,83.07,1,
10,,,Eng. Eletrónica e Telecomunicações,Eng. e Gestão Industrial,1194.5,12.2,1415.4,8.3,0.04,0.03,99.93,1,
10,,,Eng. Civil,Fisioterapia,978.1,48.5,791.2,63.2,96.78,1.16,2.06,1,
10,,,Eng. Física,Gestão Comercial,596.3,8.5,1206.8,61.4,0.01,0.05,99.94,1,
10,,,Eng. Informática,Eng. Mecânica,922.1,89.2,1150.4,74.3,2.89,0.99,96.12,1,
10,,,Ciências do Mar,MTC,425.9,53.4,162.3,92.1,95.81,0.45,3.74,2,
10,,,DPT,Matemática,507.1,81.2,611.7,56.8,15.83,2.73,81.44,2,
10,,,Economia,Biologia e Geologia,864.5,34.4,723.8,81.2,92.11,2.25,5.64,2,
10,,,Educação Básica,Psicologia,380.8,29.0,263.5,37.6,93.41,2.10,4.49,2,
10,,,Eng. Biomédica,Biologia,779.6,81.2,327.8,103.2,99.92,0.02,0.06,2,
10,,,Gestão,Administração Pública,624.6,90.8,569.8,52.7,72.61,4.84,22.55,2,
11,,,Eng. e Gestão Industrial,Eng. Civil,1437.2,8.6,995.6,48.8,99.97,0.02,0.01,1,
11,,,Eng. de Materiais,Eng. Eletrónica e Telecomunicações,894.5,55.6,1179.9,11.3,0.00,0.04,99.96,1,
11,,,Eng. Mecânica,Eng. Computadores e Telemática,1164.0,72.4,763.1,64.5,99.90,0.05,0.05,1,
11,,,Gestão Comercial,Eng. Informática,1207.2,60.8,908.5,85.9,99.27,0.19,0.54,1,
11,,,Marketing,Eng. Física,1084.5,55.4,595.9,8.5,99.98,0.01,0.01,1,
11,,,Administração Pública,Educação Básica,554.8,61.0,404.2,36.3,94.79,1.52,3.69,2,
11,,,Biologia,Economia,324.3,100.7,884.4,42.5,0.00,0.02,99.98,2,
11,,,Biologia e Geologia,Gestão,703.9,80.5,639.6,108.1,62.71,4.67,32.62,2,
11,,,MTC,Eng. Biomédica,153.3,93.9,783.1,78.9,0.07,0.03,99.90,2,
11,,,Matemática,Ciências do Mar,627.0,63.9,434.9,52.1,96.53,0.75,2.72,2,
11,,,Psicologia,DPT,240.1,42.6,491.8,94.4,0.53,0.30,99.17,2,
