jornada,dia,hora,team_a,team_b,expected_elo_a,expected_elo_a_std,expected_elo_b,expected_elo_b_std,prob_vitoria_a,prob_empate,prob_vitoria_b,divisao,grupo
6,,,Contabilidade,Línguas e Relações Empresariais,621.2,102.9,579.0,101.9,49.48,7.66,42.86,2,A
6,,,Eng. Civil,Biologia e Geologia,597.6,106.7,546.8,97.7,49.50,7.48,43.02,2,A
6,,,Gestão e Planeamento em Turismo,Design,629.6,96.8,626.4,98.0,46.29,7.83,45.88,2,A
6,,,Música,Física,360.8,88.7,550.2,99.8,31.57,7.33,61.10,2,A
6,,,Eng. Física,Administração Pública,555.4,98.2,451.6,102.1,54.13,8.20,37.67,2,B
6,,,Eng. Mecânica B,Eng. Computacional,440.1,100.5,333.9,93.4,54.37,7.79,37.84,2,B
6,,,"Línguas, Literaturas e Culturas",Eng. Biomédica,316.0,96.2,549.6,87.5,28.89,7.38,63.73,2,B
6,,,Psicologia,Ciências do Mar,495.3,100.4,425.7,98.1,50.79,8.10,41.11,2,B
7,,,Eng. Computadores e Telemática,Biologia,953.4,111.2,906.2,114.1,50.01,7.26,42.73,1,
7,,,Eng. e Gestão Industrial,MTC,1128.0,89.7,828.5,108.5,68.57,7.29,24.14,1,
7,,,Eng. Aeroespacial,Biotecnologia,947.0,105.5,751.0,79.7,61.50,7.39,31.11,1,
7,,,Eng. Informática,Eng. Eletrónica e Telecomunicações,737.9,84.8,969.2,108.0,29.18,7.11,63.71,1,
7,,,Eng. de Materiais,Tecnologias de Informação,1292.1,82.7,734.4,88.6,84.23,4.29,11.48,1,
7,,,Eng. Mecânica,Matemática,1125.6,91.3,872.0,111.2,65.64,6.52,27.84,1,
7,,,Biologia e Geologia,Música,552.3,100.2,375.9,95.2,60.15,7.52,32.33,2,A
7,,,Design,Contabilidade,626.8,100.3,617.1,105.1,45.60,7.71,46.69,2,A
7,,,Física,Economia,535.0,106.0,569.1,113.8,43.60,8.12,48.28,2,A
7,,,Línguas e Relações Empresariais,Eng. Civil,583.2,104.7,592.1,108.3,45.39,7.54,47.07,2,A
7,,,Administração Pública,Gestão,460.7,104.7,473.6,99.9,45.76,7.31,46.93,2,B
7,,,Ciências do Mar,Eng. Física,432.6,101.7,546.3,101.7,37.76,7.15,55.09,2,B
7,,,Eng. Biomédica,Eng. Mecânica B,532.3,94.5,430.3,103.5,54.17,7.81,38.02,2,B
7,,,Eng. Computacional,Psicologia,343.7,97.2,488.4,101.8,34.49,7.21,58.30,2,B
8,,,Biologia,Eng. Aeroespacial,910.3,114.9,931.4,111.0,44.43,8.18,47.39,1,
8,,,Biotecnologia,Eng. Informática,766.6,87.3,754.9,92.4,46.70,8.38,44.92,1,
8,,,Eng. Eletrónica e Telecomunicações,Eng. Mecânica,952.2,114.2,1108.6,98.7,34.83,6.96,58.21,1,
8,,,MTC,Eng. de Materiais,845.9,116.0,1279.4,91.4,17.83,5.33,76.84,1,
8,,,Matemática,Eng. e Gestão Industrial,889.0,117.8,1110.6,98.1,29.88,7.31,62.81,1,
8,,,Tecnologias de Informação,Eng. Computadores e Telemática,747.1,96.8,949.3,112.1,31.13,7.13,61.74,1,
8,,,Contabilidade,Gestão e Planeamento em Turismo,619.4,106.9,629.2,99.8,45.12,7.97,46.91,2,A
8,,,Economia,Biologia e Geologia,566.0,113.8,538.2,105.8,47.80,7.70,44.50,2,A
8,,,Eng. Civil,Design,591.5,109.4,624.5,101.5,43.16,7.96,48.88,2,A
8,,,Música,Línguas e Relações Empresariais,390.0,100.1,583.8,106.2,32.46,6.86,60.68,2,A
8,,,Eng. Física,Eng. Computacional,536.2,104.9,355.4,102.2,60.47,7.45,32.08,2,B
8,,,Eng. Mecânica B,"Línguas, Literaturas e Culturas",439.5,106.9,333.2,102.6,53.67,7.59,38.74,2,B
8,,,Gestão,Ciências do Mar,472.2,101.1,442.7,105.5,48.59,7.87,43.54,2,B
8,,,Psicologia,Eng. Biomédica,476.7,105.9,523.1,97.4,42.57,8.32,49.11,2,B
9,,,Eng. Computadores e Telemática,MTC,934.1,116.8,862.6,125.3,51.95,7.55,40.50,1,
9,,,Eng. e Gestão Industrial,Eng. de Materiais,1094.9,104.2,1262.7,100.3,33.62,7.56,58.82,1,
9,,,Eng. Aeroespacial,Tecnologias de Informação,929.3,112.1,762.3,102.1,59.17,7.27,33.56,1,
9,,,Eng. Informática,Biologia,756.4,96.0,912.3,114.8,34.61,7.33,58.06,1,
9,,,Eng. Mecânica,Biotecnologia,1095.8,103.9,765.2,92.7,70.30,6.26,23.44,1,
9,,,Matemática,Eng. Eletrónica e Telecomunicações,904.7,122.5,964.9,117.2,41.70,7.88,50.42,1,
9,,,Biologia e Geologia,Física,541.2,107.0,538.2,107.8,46.39,7.78,45.83,2,A
9,,,Design,Música,621.8,103.0,405.5,105.7,62.74,7.00,30.26,2,A
9,,,Gestão e Planeamento em Turismo,Eng. Civil,628.4,102.8,594.2,109.7,48.22,8.15,43.63,2,A
9,,,Línguas e Relações Empresariais,Economia,568.3,111.3,563.0,113.9,47.22,7.51,45.27,2,A
9,,,Ciências do Mar,Administração Pública,444.9,106.1,462.1,106.2,44.77,7.65,47.58,2,B
9,,,Eng. Biomédica,Eng. Física,518.3,99.8,522.5,109.9,45.42,7.49,47.09,2,B
9,,,Eng. Computacional,Gestão,369.2,106.8,470.0,103.1,38.58,7.43,53.99,2,B
9,,,"Línguas, Literaturas e Culturas",Psicologia,343.2,104.5,481.5,107.6,36.38,6.89,56.73,2,B
10,,,Biologia,Eng. Mecânica,899.4,118.6,1077.3,112.5,32.50,7.49,60.01,1,
10,,,Biotecnologia,Matemática,783.8,101.9,909.7,121.8,38.01,7.27,54.72,1,
10,,,Eng. e Gestão Industrial,Eng. Eletrónica e Telecomunicações,1109.3,110.6,959.9,118.0,57.63,8.02,34.35,1,
10,,,Eng. de Materiais,Eng. Computadores e Telemática,1248.3,104.0,928.5,117.9,70.20,6.48,23.32,1,
10,,,MTC,Eng. Aeroespacial,868.2,124.7,916.2,115.3,43.09,7.15,49.76,1,
10,,,Tecnologias de Informação,Eng. Informática,775.4,106.8,769.3,101.1,46.54,7.63,45.83,1,
11,,,Eng. Computadores e Telemática,Eng. e Gestão Industrial,945.3,125.2,1098.0,113.1,34.84,7.90,57.26,1,
11,,,Eng. Eletrónica e Telecomunicações,Biotecnologia,971.2,120.5,795.4,105.7,59.08,6.91,34.01,1,
11,,,Eng. Aeroespacial,Eng. de Materiais,911.8,116.6,1231.5,110.4,24.00,7.02,68.98,1,
11,,,Eng. Informática,MTC,769.9,103.6,872.6,123.6,39.29,7.36,53.35,1,
11,,,Eng. Mecânica,Tecnologias de Informação,1064.6,114.7,774.8,108.7,68.15,6.37,25.48,1,
11,,,Matemática,Biologia,898.1,123.1,912.1,122.0,44.42,7.88,47.70,1,
