Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Divisao,Grupo,Falta de Comparência,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
3,2024-11-26 00:00:00,22h30,Sintético,Economia,1.0,3.0,Eng. Mecânica,1.0,,,601,942,1.2137926106053525,1.2137926106053525,1.1161231740339044,135.4742061167745,135.4742061167745,-0.04145825618254646,0.041458256182546505,-6,6,595,948,False,0,0,595,948
3,2024-11-27 00:00:00,16h30,Sintético,Contabilidade,4.0,3.0,Geologia,2.0,B,,910,750,1.0,1.3333333333333333,1.0291860089647606,102.91860089647606,137.2248011953014,0.18638778949441315,-0.18638778949441326,19,-26,929,724,False,0,0,929,724
3,2024-11-27 00:00:00,16h30,Sintético,Biologia e Geologia,0.0,0.0,Design,2.0,B,,563,713,1.0,1.0,1.0,100.0,100.0,0.29923999108689825,-0.29923999108689825,30,-30,593,683,False,0,0,593,683
3,2024-11-27 00:00:00,17h30,Sintético,Eng. Materiais,0.0,3.0,ECT,2.0,B,,947,881,1.3333333333333333,1.0,1.1962311988513155,159.49749318017538,119.62311988513154,-0.6474576124292521,0.647457612429252,-103,77,844,958,False,0,0,844,958
3,2024-11-27 00:00:00,17h30,Sintético,Música,0.0,2.0,Biologia,2.0,B,,611,699,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,-0.3077818385089166,0.3077818385089166,-35,35,576,734,False,0,0,576,734
3,2024-11-27 00:00:00,20h00,Sintético,Eng. Computacional,1.0,2.0,CBM,2.0,A,,639,930,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.06415132485530127,0.06415132485530128,-7,7,632,937,False,0,0,632,937
3,2024-11-27 00:00:00,20h00,Sintético,LRE,0.0,3.0,Psicologia,2.0,A,LRE,591,754,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,-0.1822338771942769,0.18223387719427697,0,0,591,754,True,0,0,591,754
3,2024-11-27 00:00:00,21h00,Sintético,MTC,5.0,3.0,Matemática,2.0,A,,713,786,1.0,1.0,1.0524097791489255,105.24097791489255,105.24097791489255,0.6620302481728175,-0.6620302481728175,70,-70,783,716,False,0,0,783,716
3,2024-11-27 00:00:00,21h00,Sintético,Eng. Química,2.0,2.0,Eng. Mecânica B,2.0,A,,600,910,1.0,1.0,1.0,100.0,100.0,0.4455871395661248,-0.44558713956612483,45,-45,645,865,False,0,0,645,865
3,2024-11-27 00:00:00,22h00,Sintético,Eng. Biomédica,2.0,2.0,AP,2.0,A,,784,793,1.0,1.0,1.0,100.0,100.0,0.020711407739336662,-0.020711407739336662,2,-2,786,791,False,0,0,786,791
3,2024-11-28 00:00:00,21h30,Sintético,Biotecnologia,6.0,0.0,Eng. Informática,1.0,,,785,542,1.2137926106053525,1.2137926106053525,1.2820888539868154,155.61899771086811,155.61899771086811,0.09637978196241315,-0.09637978196241301,15,-15,800,527,False,0,0,800,527
3,2024-11-28 00:00:00,22h30,Sintético,GPT,1.0,1.0,Eng.Cívil,1.0,,,792,755,1.2137926106053525,1.2137926106053525,1.0,121.37926106053524,121.37926106053524,-0.08438061178295941,0.08438061178295941,-10,10,782,765,False,0,0,782,765
4,2024-12-10 00:00:00,21h30,Sintético,Eng. Computacional,2.0,5.0,Eng. Biomédica,2.0,A,,632,786,1.0,1.0,1.0959582263852172,109.59582263852172,109.59582263852172,-0.19491372555580183,0.1949137255558019,-21,21,611,807,False,0,0,611,807
4,2024-12-10 00:00:00,21h30,Sintético,Eng. Informática,3.0,5.0,Economia,1.0,,,527,595,1.0,1.0,1.0524097791489255,105.24097791489255,105.24097791489255,-0.3483492602467557,0.3483492602467557,-37,37,490,632,False,0,0,490,632
4,2024-12-10 00:00:00,22h30,Sintético,Eng. Mecânica B,3.0,1.0,AP,2.0,A,,865,791,1.0,1.0,1.1161231740339044,111.61231740339043,111.61231740339043,0.3359120585329264,-0.3359120585329263,37,-37,902,754,False,0,0,902,754
4,2024-12-10 00:00:00,22h30,Sintético,Matemática,0.0,2.0,Eng. Química,2.0,A,,716,645,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,-0.657896469648991,0.6578964696489908,-76,76,640,721,False,0,0,640,721
4,2024-12-11 00:00:00,17h00,Sintético,Eng. Física,1.0,2.0,Biotecnologia,1.0,,,701,800,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.2866267974788699,0.2866267974788699,-31,31,670,831,False,0,0,670,831
4,2024-12-11 00:00:00,18h00,Sintético,EGI,1.0,1.0,Fisioterapia,1.0,,,918,914,1.0,1.0,1.0,100.0,100.0,-0.009209298757913542,0.009209298757913598,-1,1,917,915,False,0,0,917,915
4,2024-12-11 00:00:00,21h00,Sintético,CBM,5.0,4.0,LRE,2.0,A,,937,591,1.0,1.0,1.0225651825635729,102.25651825635728,102.25651825635728,0.03966634185729201,-0.039666341857291926,4,-4,941,587,False,0,0,941,587
4,2024-12-11 00:00:00,21h00,Sintético,Eng.Cívil,0.0,2.0,EET,1.0,,,765,759,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,-0.513811995706751,0.513811995706751,-59,59,706,818,False,0,0,706,818
4,2024-12-11 00:00:00,22h00,Sintético,Design,1.0,1.0,Música,2.0,B,,683,576,1.0,1.0,1.0,100.0,100.0,-0.2281994429952625,0.22819944299526246,-23,23,660,599,False,0,0,660,599
4,2024-12-11 00:00:00,22h00,Sintético,Geologia,1.0,2.0,Biologia e Geologia,2.0,B,,724,593,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.769688755555601,0.769688755555601,-82,82,642,675,False,0,0,642,675
4,2024-12-11 00:00:00,23h00,Sintético,Biologia,0.0,3.0,Eng. Materiais,2.0,B,,734,844,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,-0.2663662975861926,0.26636629758619257,-32,32,702,876,False,0,0,702,876
4,2024-12-11 00:00:00,23h00,Sintético,ECT,3.0,0.0,TI,2.0,B,,958,742,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,0.12031680616063234,-0.1203168061606324,14,-14,972,728,False,0,0,972,728
4,2024-12-12 00:00:00,21h00,Sintético,Psicologia,4.0,4.0,MTC,2.0,A,,754,783,1.0,1.0,1.0,100.0,100.0,0.06638078940885889,-0.06638078940885883,7,-7,761,776,False,0,0,761,776
4,2024-12-12 00:00:00,22h00,Sintético,Eng. Mecânica,3.0,1.0,GPT,1.0,,,948,782,1.0,1.0,1.1161231740339044,111.61231740339043,111.61231740339043,0.1781522698239395,-0.17815226982393953,20,-20,968,762,False,0,0,968,762
4,2024-12-12 00:00:00,23h00,Sintético,Gestao,1.0,10.0,Finanças,1.0,,,672,619,1.0,1.0,1.2589254117941673,125.89254117941672,125.89254117941672,-0.6196700608884901,0.6196700608884902,-78,78,594,697,False,0,0,594,697
5,2025-02-17 00:00:00,21h00,Sintético,Eng. Materiais,2.0,1.0,Design,2.0,B,,876,660,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,0.12031680616063234,-0.1203168061606324,18,-18,894,642,False,0,0,894,642
5,2025-02-17 00:00:00,22h00,Sintético,Música,1.0,5.0,Geologia,2.0,B,,599,642,1.4142135623730951,1.4142135623730951,1.174618943088019,166.1162039935427,166.1162039935427,-0.4022630284507372,0.40226302845073725,-67,67,532,709,False,0,0,532,709
5,2025-02-17 00:00:00,23h00,Sintético,Biologia e Geologia,1.0,10.0,Contabilidade,2.0,B,,675,929,1.4142135623730951,1.4142135623730951,1.2589254117941673,178.0389391375445,178.0389391375445,-0.08790989184045007,0.08790989184045006,-16,16,659,945,False,0,0,659,945
5,2025-02-18 00:00:00,21h00,Sintético,Biotecnologia,4.0,1.0,Gestao,1.0,,,831,594,1.4142135623730951,1.4142135623730951,1.148698354997035,162.45047927124713,162.45047927124713,0.10130111024046984,-0.10130111024046981,16,-16,847,578,False,0,0,847,578
5,2025-02-18 00:00:00,22h00,Sintético,GPT,2.0,1.0,EET,1.0,,,762,818,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,0.6261602410420533,-0.6261602410420534,95,-95,857,723,False,0,0,857,723
5,2025-02-18 00:00:00,23h00,Sintético,Economia,5.0,1.0,Eng. Física,1.0,,,632,670,1.4142135623730951,1.4142135623730951,1.174618943088019,166.1162039935427,166.1162039935427,0.5866158654624484,-0.5866158654624484,97,-97,729,573,False,0,0,729,573
5,2025-02-19 00:00:00,16h00,Sintético,MTC,2.0,4.0,CBM,2.0,A,,776,941,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,-0.17950479271357694,0.179504792713577,-27,27,749,968,False,0,0,749,968
5,2025-02-19 00:00:00,17h00,Sintético,LRE,2.0,8.0,Eng. Computacional,2.0,A,,587,611,1.4142135623730951,1.4142135623730951,1.148698354997035,162.45047927124713,162.45047927124713,-0.4449618828573019,0.44496188285730187,-72,72,515,683,False,0,0,515,683
5,2025-02-19 00:00:00,18h00,Sintético,Eng. Biomédica,3.0,4.0,Eng. Mecânica B,2.0,A,,807,902,1.4142135623730951,1.4142135623730951,1.0291860089647606,145.54888120826024,145.54888120826024,-0.2942186402879975,0.2942186402879975,-43,43,764,945,False,0,0,764,945
5,2025-02-19 00:00:00,21h00,Sintético,AP,4.0,1.0,Matemática,2.0,A,,754,640,1.4142135623730951,1.4142135623730951,1.148698354997035,162.45047927124713,162.45047927124713,0.25922917135863655,-0.25922917135863655,42,-42,796,598,False,0,0,796,598
5,2025-02-19 00:00:00,22h00,Sintético,TI,2.0,1.0,Biologia,2.0,B,,728,702,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,0.44041724853025865,-0.44041724853025876,67,-67,795,635,False,0,0,795,635
5,2025-02-19 00:00:00,22h30,Sintético,Fisioterapia,5.0,0.0,Eng.Cívil,1.0,,,915,706,1.4142135623730951,1.4142135623730951,1.2589254117941673,178.0389391375445,178.0389391375445,0.12730935567501667,-0.12730935567501678,23,-23,938,683,False,0,0,938,683
5,2025-02-26 00:00:00,20h30,Sintético,Eng. Química,0.0,1.0,Psicologia,2.0,A,,721,761,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,-0.4089244036850566,0.40892440368505667,-62,62,659,823,False,0,0,659,823
5,2025-02-26 00:00:00,21h30,Sintético,Finanças,1.0,3.0,EGI,1.0,,,697,917,1.4142135623730951,1.4142135623730951,1.1161231740339044,157.8436529997654,157.8436529997654,-0.11647171194356075,0.11647171194356076,-18,18,679,935,False,0,0,679,935
5,2025-02-26 00:00:00,22h30,Sintético,Eng. Mecânica,6.0,0.0,Eng. Informática,1.0,,,968,490,1.4142135623730951,1.4142135623730951,1.2820888539868154,181.31474454755332,181.31474454755332,0.012098007828988289,-0.012098007828988344,2,-2,970,488,False,0,0,970,488
6,2025-03-05 00:00:00,16h00,Sintético,Matemática,2.0,3.0,Eng. Mecânica B,2.0,A,,598,945,1.1709052329614258,1.1709052329614258,1.0413797439924106,121.93569917407434,121.93569917407434,-0.039316976787151195,0.03931697678715118,-5,5,593,950,False,0,0,593,950
6,2025-03-05 00:00:00,17h00,Sintético,Psicologia,1.0,3.0,AP,2.0,A,,823,796,1.1709052329614258,1.1709052329614258,1.1161231740339044,130.68744651058148,130.68744651058148,-0.5618513778857278,0.5618513778857277,-73,73,750,869,False,0,0,750,869
6,2025-03-05 00:00:00,18h00,Sintético,LRE,3.0,4.0,Eng. Biomédica,2.0,A,,515,764,1.1709052329614258,1.1709052329614258,1.0291860089647606,120.50792835875231,120.50792835875231,-0.0916731495334328,0.09167314953343275,-11,11,504,775,False,0,0,504,775
6,2025-03-05 00:00:00,20h30,Sintético,Eng. Informática,1.0,3.0,GPT,1.0,,,488,857,1.1976915649387767,1.1976915649387767,1.1161231740339044,133.67713109731017,133.67713109731017,-0.0323387587259307,0.03233875872593073,-4,4,484,861,False,0,0,484,861
6,2025-03-05 00:00:00,21h30,Sintético,Eng. Física,0.0,6.0,Eng. Mecânica,1.0,,,573,970,1.1976915649387767,1.1976915649387767,1.2820888539868154,153.55470059220318,153.55470059220318,-0.025172580384131046,0.02517258038413095,-4,4,569,974,False,0,0,569,974
6,2025-03-05 00:00:00,22h30,Sintético,Gestao,8.0,3.0,Economia,1.0,,,578,729,1.1976915649387767,1.1976915649387767,1.10305425242207,132.11187737957613,132.11187737957613,0.8007137678930032,-0.8007137678930031,106,-106,684,623,False,0,0,684,623
6,2025-03-06 00:00:00,21h00,Sintético,Eng.Cívil,3.0,6.0,Finanças,1.0,,,683,679,1.1976915649387767,1.1976915649387767,1.0717734625362931,128.36540356049443,128.36540356049443,-0.5092092987579135,0.5092092987579135,-65,65,618,744,False,0,0,618,744
6,2025-03-06 00:00:00,22h00,Sintético,EGI,1.0,1.0,Biotecnologia,1.0,,,935,847,1.1976915649387767,1.1976915649387767,1.0,119.76915649387767,119.76915649387767,-0.1922181614910834,0.1922181614910834,-23,23,912,870,False,0,0,912,870
6,2025-03-10 00:00:00,21h00,Sintético,Contabilidade,2.0,1.0,Música,2.0,B,,945,532,1.1547005383792515,1.1547005383792515,1.0717734625362931,123.75773942112522,123.75773942112522,0.021798584180775404,-0.021798584180775366,3,-3,948,529,False,0,0,948,529
6,2025-03-10 00:00:00,21h00,Sintético,CBM,0.0,2.0,Eng. Química,2.0,A,,968,659,1.1709052329614258,1.1709052329614258,1.148698354997035,134.50169149602098,134.50169149602098,-0.9451112987111225,0.9451112987111224,-127,127,841,786,False,0,0,841,786
6,2025-03-10 00:00:00,22h00,Sintético,Eng. Computacional,7.0,3.0,MTC,2.0,A,,683,749,1.1709052329614258,1.1709052329614258,1.0884229198901703,127.4440092574555,127.4440092574555,0.647457612429252,-0.6474576124292521,83,-83,766,666,False,0,0,766,666
6,2025-03-11 00:00:00,21h00,Sintético,Biologia,0.0,3.0,ECT,2.0,B,,635,972,1.1547005383792515,1.4142135623730951,1.1962311988513155,138.12888093396714,169.17263851493573,-0.04294729876043078,0.042947298760430797,-6,7,629,979,False,0,0,629,979
6,2025-03-11 00:00:00,22h00,Sintético,Design,2.0,4.0,TI,2.0,B,,642,795,1.1547005383792515,1.1547005383792515,1.0717734625362931,123.75773942112522,123.75773942112522,-0.19636309636211816,0.19636309636211824,-24,24,618,819,False,0,0,618,819
6,2025-03-11 00:00:00,23h00,Sintético,EET,0.0,0.0,Fisioterapia,1.0,,,723,938,1.1976915649387767,1.1976915649387767,1.0,119.76915649387767,119.76915649387767,0.37870495121185144,-0.37870495121185144,45,-45,768,893,False,0,0,768,893
7,2025-03-12 00:00:00,20h30,Sintético,Eng. Informática,3.0,5.0,Eng. Física,1.0,,,484,569,1.1017225651702667,1.1017225651702667,1.0524097791489255,115.9463601494228,115.9463601494228,-0.3136997423166875,0.3136997423166875,-36,36,448,605,False,0,0,448,605
7,2025-03-12 00:00:00,21h30,Sintético,GPT,1.0,0.0,Fisioterapia,1.0,,,861,893,1.1017225651702667,1.1017225651702667,1.0717734625362931,118.07970084269036,118.07970084269036,0.5731539370836811,-0.5731539370836811,68,-68,929,825,False,0,0,929,825
7,2025-03-12 00:00:00,22h30,Sintético,Biotecnologia,3.0,2.0,Eng.Cívil,1.0,,,870,618,1.1017225651702667,1.1017225651702667,1.0413797439924106,114.73115628676743,114.73115628676743,0.08939814937602752,-0.0893981493760276,10,-10,880,608,False,0,0,880,608
6,2025-03-13 00:00:00,21h00,Sintético,Geologia,3.0,5.0,Eng. Materiais,2.0,B,,709,894,1.1547005383792515,1.1547005383792515,1.0524097791489255,121.52181385788535,121.52181385788535,-0.15395489956790523,0.1539548995679052,-19,19,690,913,False,0,0,690,913
7,2025-03-13 00:00:00,22h00,Sintético,Eng. Mecânica,7.0,2.0,Gestao,1.0,,,974,684,1.1017225651702667,1.1017225651702667,1.1334615816706974,124.87602012801885,124.87602012801885,0.06470650095392172,-0.06470650095392179,8,-8,982,676,False,0,0,982,676
7,2025-03-13 00:00:00,23h00,Sintético,Economia,2.0,3.0,EGI,1.0,,,623,912,1.1017225651702667,1.1017225651702667,1.0413797439924106,114.73115628676743,114.73115628676743,-0.06526614656558313,0.06526614656558327,-7,7,616,919,False,0,0,616,919
7,2025-03-19 00:00:00,20h30,Sintético,Finanças,3.0,2.0,EET,1.0,,,744,768,1.1017225651702667,1.1017225651702667,1.0413797439924106,114.73115628676743,114.73115628676743,0.5550381171426981,-0.5550381171426981,64,-64,808,704,False,0,0,808,704
8,2025-03-19 00:00:00,21h30,Sintético,Eng. Física,2.0,3.0,GPT,1.0,,,605,929,1.0440126386761064,1.0440126386761064,1.0413797439924106,108.72136143893647,108.72136143893647,-0.0481470687239387,0.0481470687239387,-5,5,600,934,False,0,0,600,934
8,2025-03-19 00:00:00,22h30,Sintético,Gestao,4.0,2.0,Eng. Informática,1.0,,,676,448,1.0440126386761064,1.0440126386761064,1.0717734625362931,111.89450406855424,111.89450406855424,0.10910094185182329,-0.10910094185182319,12,-12,688,436,False,0,0,688,436
8,2025-03-25 00:00:00,22h00,Sintético,EET,2.0,3.0,Biotecnologia,1.0,,,704,880,1.0440126386761064,1.0440126386761064,1.0413797439924106,108.72136143893647,108.72136143893647,-0.16506426078687103,0.16506426078687098,-18,18,686,898,False,0,0,686,898
8,2025-03-25 00:00:00,22h00,Sintético,Eng.Cívil,0.0,4.0,Economia,1.0,,,608,616,1.0440126386761064,1.0440126386761064,1.2311444133449163,128.5330327567573,128.5330327567573,-0.4815876487773741,0.48158764877737414,-62,62,546,678,False,0,0,546,678
7,2025-03-25 00:00:00,23h00,Sintético,AP,5.0,0.0,CBM,2.0,A,,869,841,1.0730485939541088,1.0730485939541088,1.2589254117941673,135.08881430188285,135.08881430188285,0.4358825789554114,-0.4358825789554113,59,-59,928,782,False,0,0,928,782
7,2025-03-27 00:00:00,21h00,Sintético,Eng. Química,2.0,1.0,Eng. Computacional,2.0,A,,786,766,1.0730485939541088,1.0730485939541088,1.0717734625362931,115.0065007011896,115.0065007011896,0.4540780772195163,-0.4540780772195163,52,-52,838,714,False,0,0,838,714
7,2025-03-27 00:00:00,22h00,Sintético,MTC,5.0,3.0,LRE,2.0,A,,666,504,1.0730485939541088,1.0730485939541088,1.0524097791489255,112.92868337793087,112.92868337793087,0.18361046449774743,-0.18361046449774748,21,-21,687,483,False,0,0,687,483
7,2025-03-27 00:00:00,23h00,Sintético,Eng. Biomédica,3.0,0.0,Matemática,2.0,A,,775,593,1.0730485939541088,1.0730485939541088,1.1962311988513155,128.3614205971442,128.3614205971442,0.15758842821716346,-0.1575884282171635,20,-20,795,573,False,0,0,795,573
8,2025-03-31 00:00:00,21h00,Sintético,Fisioterapia,2.0,4.0,Finanças,1.0,,,825,808,1.0440126386761064,1.0440126386761064,1.0717734625362931,111.89450406855424,111.89450406855424,-0.5390641711450747,0.5390641711450745,-60,60,765,868,False,0,0,765,868
