jornada,dia,hora,team_a,team_b,expected_elo_a,expected_elo_a_std,expected_elo_b,expected_elo_b_std,prob_vitoria_a,prob_empate,prob_vitoria_b,divisao,grupo
9,,,Eng. e Gestão Industrial,Eng. Computadores e Telemática,1415.1,8.8,780.9,51.1,99.98,0.02,0.00,1,
9,,,Eng. de Materiais,Eng. Informática,884.4,5.0,913.6,64.9,34.10,6.45,59.45,1,
9,,,Eng. Mecânica,Eng. Física,1149.7,74.8,597.0,9.3,99.99,0.01,0.00,1,
9,,,Fisioterapia,Eng. Eletrónica e Telecomunicações,795.1,65.7,1190.7,12.7,0.00,0.00,100.00,1,
9,,,Gestão Comercial,Marketing,1187.2,47.8,1104.3,44.5,82.81,4.49,12.70,1,
9,,,Administração Pública,Economia,576.8,60.7,856.4,39.0,0.12,0.07,99.81,2,
9,,,Biologia,Ciências do Mar,351.6,80.6,429.0,37.3,20.10,4.70,75.20,2,
9,,,Biologia e Geologia,Eng. Biomédica,772.6,40.2,781.9,57.6,42.68,6.78,50.54,2,
9,,,Educação Básica,Gestão,413.7,21.2,607.9,96.5,7.05,1.29,91.66,2,
9,,,MTC,DPT,166.3,80.4,518.6,82.0,1.00,0.26,98.74,2,
9,,,Matemática,Psicologia,602.1,37.0,269.7,39.7,99.98,0.00,0.02,2,
10,,,Eng. Computadores e Telemática,Eng. de Materiais,780.5,50.7,877.1,42.8,13.36,3.44,83.20,1,
10,,,Eng. Eletrónica e Telecomunicações,Eng. e Gestão Industrial,1194.6,12.2,1415.4,8.8,0.05,0.03,99.92,1,
10,,,Eng. Civil,Fisioterapia,978.7,48.1,791.2,63.6,96.70,0.99,2.31,1,
10,,,Eng. Física,Gestão Comercial,596.0,9.2,1207.2,61.1,0.00,0.00,100.00,1,
10,,,Eng. Informática,Eng. Mecânica,920.9,89.4,1150.6,74.0,2.74,1.14,96.12,1,
10,,,Ciências do Mar,MTC,443.5,55.1,160.0,77.2,97.79,0.40,1.81,2,
10,,,DPT,Matemática,524.8,79.4,608.4,35.4,19.48,3.38,77.14,2,
10,,,Economia,Biologia e Geologia,866.5,36.3,770.3,62.7,85.11,3.80,11.09,2,
10,,,Educação Básica,Psicologia,401.5,28.9,263.4,37.6,96.74,1.17,2.09,2,
10,,,Eng. Biomédica,Biologia,784.2,83.3,337.1,92.3,99.93,0.02,0.05,2,
10,,,Gestão,Administração Pública,620.1,101.0,566.7,57.1,71.63,4.98,23.39,2,
11,,,Eng. e Gestão Industrial,Eng. Civil,1437.4,9.2,996.0,48.7,99.99,0.00,0.01,1,
11,,,Eng. de Materiais,Eng. Eletrónica e Telecomunicações,894.9,55.8,1180.0,11.4,0.03,0.00,99.97,1,
11,,,Eng. Mecânica,Eng. Computadores e Telemática,1164.2,72.0,762.8,64.7,99.96,0.01,0.03,1,
11,,,Gestão Comercial,Eng. Informática,1207.6,60.6,907.3,86.0,99.19,0.27,0.54,1,
11,,,Marketing,Eng. Física,1084.4,55.7,595.6,9.1,99.99,0.01,0.00,1,
11,,,Administração Pública,Educação Básica,552.3,63.2,424.5,31.1,90.90,2.01,7.09,2,
11,,,Biologia,Economia,333.7,90.0,886.5,49.9,0.00,0.01,99.99,2,
11,,,Biologia e Geologia,Gestão,750.3,70.3,634.5,118.4,75.13,4.57,20.30,2,
11,,,MTC,Eng. Biomédica,151.1,76.3,787.7,81.0,0.01,0.00,99.99,2,
11,,,Matemática,Ciências do Mar,622.6,48.8,452.4,52.9,95.43,1.01,3.56,2,
11,,,Psicologia,DPT,240.4,38.4,510.6,96.7,0.21,0.18,99.61,2,
