jornada,dia,hora,team_a,team_b,expected_elo_a,expected_elo_a_std,expected_elo_b,expected_elo_b_std,prob_vitoria_a,prob_empate,prob_vitoria_b,divisao,grupo
9,,,Eng. Informática,Música,613.4,72.8,530.2,87.0,62.02,13.64,24.34,2,A
9,,,Psicologia,Ciências do Mar,489.9,102.0,511.6,66.1,36.87,14.32,48.81,2,A
9,,,Biologia,Línguas e Relações Empresariais,374.8,59.2,480.1,73.6,20.09,13.51,66.40,2,B
9,,,Eng. e Gestão Industrial B,Tradução,707.9,79.4,209.4,53.7,94.36,4.29,1.35,2,B
9,,,Eng. do Ambiente,Gestão,370.2,80.7,587.1,68.0,7.09,8.22,84.69,2,B
9,,,Eng. Computacional,Matemática,638.2,60.9,697.6,73.9,29.06,15.40,55.54,2,B
9,,,Ciências Biomédicas,Administração Pública,570.0,97.8,733.1,63.0,13.41,10.08,76.51,2,C
9,,,Eng. Aeroespacial,Eng. Computadores e Telemática,441.0,84.4,965.3,48.6,1.31,4.55,94.14,2,C
9,,,Gestão Pública,Eng. Mecânica B,730.3,102.5,417.6,130.1,87.34,6.81,5.85,2,C
9,,,MTC,Biotecnologia,428.2,80.3,330.8,81.1,63.23,13.66,23.11,2,C
9,,,Marketing,Eng. Civil,651.1,84.0,367.6,124.6,86.09,6.91,7.00,2,C
10,,,Eng. e Gestão Industrial,Gestão e Planeamento em Turismo,899.3,110.4,1086.9,122.6,15.98,9.04,74.98,1,
10,,,Enfermagem,Contabilidade,956.2,120.2,996.8,98.0,35.85,13.39,50.76,1,
10,,,Eng. Física,Bioquímica,701.4,101.4,974.7,139.1,8.50,8.01,83.49,1,
10,,,Eng. Química,Eng. Mecânica,825.7,123.6,1265.2,61.0,1.83,4.70,93.47,1,
10,,,Finanças,Eng. Biomédica,1124.1,78.2,982.9,118.3,70.20,11.10,18.70,1,
10,,,Fisioterapia,Eng. Eletrónica e Telecomunicações,944.9,92.3,811.9,96.7,69.78,11.63,18.59,1,
11,,,Bioquímica,Eng. e Gestão Industrial,977.3,138.9,896.3,114.9,56.72,11.75,31.53,1,
11,,,Contabilidade,Finanças,997.9,107.7,1127.8,86.3,19.71,12.42,67.87,1,
11,,,Eng. Eletrónica e Telecomunicações,Enfermagem,807.9,104.9,955.1,129.6,19.76,10.62,69.62,1,
11,,,Eng. Biomédica,Eng. Física,979.2,125.3,698.7,105.1,85.33,7.29,7.38,1,
11,,,Eng. Mecânica,Fisioterapia,1265.0,61.7,948.8,99.9,91.23,5.88,2.89,1,
11,,,Gestão e Planeamento em Turismo,Eng. Química,1089.9,128.1,825.9,121.9,82.29,7.88,9.83,1,
