Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Fonte_Data,Fonte_Local,Data_Placeholder,Local_Placeholder,Falta de Comparência,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Was In Previous Season 1,Was In Previous Season 2,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
3,2025-12-17 00:00:00,19h00,Caixa UA,Fisioterapia,20,11,Eng. Eletrónica e Telecomunicações,Excel,Excel,False,False,,1172,886,1.0,1.0,1.061606896218146,106.1606896218146,106.1606896218146,0.06697220265329562,-0.06697220265329575,7,-7,1179,879,False,True,True,0,0,1179,879
3,2025-12-17 00:00:00,19h20,Caixa UA,Biologia,21,0,Educação Básica,Excel,Excel,False,False,Ed.Básica,662,529,1.0,1.0,1.4531984602822678,145.31984602822678,145.31984602822678,0.22706208090247226,-0.2270620809024722,0,0,662,529,True,True,True,0,0,662,529
3,2025-12-17 00:00:00,19h20,Caixa UA,Tradução,14,4,Economia,Excel,Excel,False,False,,641,612,1.0,1.0,1.1334615816706974,113.34615816706975,113.34615816706975,0.43361921059114117,-0.4336192105911411,49,-49,690,563,False,True,True,0,0,690,563
3,2025-12-17 00:00:00,19h40,Caixa UA,MTC,4,3,Psicologia,Excel,Excel,False,False,,884,609,1.0,1.0,1.0291860089647606,102.91860089647606,102.91860089647606,0.07358755611757362,-0.07358755611757352,8,-8,892,601,False,True,True,0,0,892,601
3,2025-12-17 00:00:00,20h00,Caixa UA,Eng. Física,6,0,Eng. Computadores e Telemática,Excel,Excel,False,False,,497,398,1.0,1.0,1.2820888539868154,128.20888539868153,128.20888539868153,0.2866267974788699,-0.2866267974788699,37,-37,534,361,False,True,True,0,0,534,361
3,2025-12-17 00:00:00,20h20,Caixa UA,Design,5,16,Eng. Civil,Excel,Excel,False,False,,714,826,1.0,1.0,1.1233497625229583,112.33497625229583,112.33497625229583,-0.26278214131156236,0.2627821413115623,-30,30,684,856,False,True,True,0,0,684,856
4,2026-02-19 00:00:00,20h00,Caixa UA,Eng. e Gestão Industrial,21,8,Eng. Eletrónica e Telecomunicações,Excel,Excel,False,False,,958,879,1.4142135623730951,1.4142135623730951,1.101318490338618,155.7499545529136,155.7499545529136,0.3257179023349459,-0.32571790233494596,51,-51,1009,828,False,True,True,0,0,1009,828
4,2026-02-19 00:00:00,20h20,Caixa UA,Fisioterapia,13,17,Eng. Mecânica,Excel,Excel,False,False,,1179,1050,1.4142135623730951,1.4142135623730951,1.0271894658159246,145.26652736836553,145.26652736836553,-0.7664071490419864,0.7664071490419864,-111,111,1068,1161,False,True,True,0,0,1068,1161
4,2026-02-19 00:00:00,20h40,Caixa UA,Biologia,7,5,Eng. Civil,Excel,Excel,False,False,,662,856,1.4142135623730951,1.4142135623730951,1.0342196941293802,146.26075179111237,146.26075179111237,0.856535240145303,-0.8565352401453031,125,-125,787,731,False,True,True,0,0,787,731
4,2026-02-19 00:00:00,21h00,Caixa UA,Tradução,9,10,Psicologia,Excel,Excel,False,False,,690,601,1.4142135623730951,1.4142135623730951,1.0105917512032914,142.91925605740713,142.91925605740713,-0.6941769628723695,0.6941769628723695,-99,99,591,700,False,True,True,0,0,591,700
4,2026-02-19 00:00:00,21h20,Caixa UA,Economia,12,9,MTC,Excel,Excel,False,False,,563,892,1.4142135623730951,1.4142135623730951,1.0291860089647606,145.54888120826024,145.54888120826024,0.9539200522326766,-0.9539200522326765,139,-139,702,753,False,True,True,0,0,702,753
4,2026-02-19 00:00:00,21h40,Caixa UA,Eng. Física,2,14,Design,Excel,Excel,False,False,,534,684,1.4142135623730951,1.4142135623730951,1.214814044039067,171.8006496841355,171.8006496841355,-0.20076000891310175,0.20076000891310175,-34,34,500,718,False,True,True,0,0,500,718
4,2026-02-19 00:00:00,22h00,Caixa UA,Educação Básica,0,21,Eng. Computadores e Telemática,Excel,Excel,False,False,Ed.Básica,529,361,1.4142135623730951,1.4142135623730951,1.4531984602822678,205.51329713508827,205.51329713508827,-0.8245288054569567,0.8245288054569567,0,0,529,361,True,True,True,0,0,529,361
5,2026-02-19 00:00:00,22h20,Caixa UA,Eng. e Gestão Industrial,12,9,Eng. Civil,Excel,Excel,False,False,,1009,731,1.136008748923453,1.136008748923453,1.0291860089647606,116.91643104535792,116.91643104535792,0.07172593478402456,-0.07172593478402459,8,-8,1017,723,False,True,True,0,0,1017,723
5,2026-02-19 00:00:00,22h40,Caixa UA,Fisioterapia,21,7,Psicologia,Excel,Excel,False,False,,1068,700,1.136008748923453,1.136008748923453,1.1161231740339044,126.7925690578729,126.7925690578729,0.03262822233608087,-0.0326282223360809,4,-4,1072,696,False,True,True,0,0,1072,696
5,2026-02-19 00:00:00,23h00,Caixa UA,Eng. Eletrónica e Telecomunicações,21,0,Educação Básica,Excel,Excel,False,False,Ed.Básica,828,529,1.136008748923453,1.136008748923453,1.4531984602822678,165.08461648027472,165.08461648027472,0.05986723347799783,-0.05986723347799784,0,0,828,529,True,True,True,0,0,828,529
5,2026-02-19 00:00:00,23h20,Caixa UA,Eng. Mecânica,21,2,Eng. Computadores e Telemática,Excel,Excel,False,False,,1161,361,1.136008748923453,1.136008748923453,1.2650827381797884,143.71450586842775,143.71450586842775,0.0006305594883400101,-0.0006305594883398933,0,0,1161,361,False,True,True,0,0,1161,361
5,2026-02-19 00:00:00,23h40,Caixa UA,Biologia,6,12,MTC,Excel,Excel,False,False,,787,753,1.136008748923453,1.136008748923453,1.0717734625362931,121.75440303052116,121.75440303052116,-0.5776543372747318,0.5776543372747318,-70,70,717,823,False,True,True,0,0,717,823
5,2026-03-18 00:00:00,21h20,Caixa UA,Tradução,10,11,Design,Excel,Excel,False,False,,591,718,1.136008748923453,1.136008748923453,1.009576582776887,114.68878307427862,114.68878307427862,-0.23690682370896535,0.23690682370896532,-27,27,564,745,False,True,True,0,0,564,745
6,2026-03-18 00:00:00,21h40,Caixa UA,Eng. e Gestão Industrial,10,1,Psicologia,Excel,Excel,False,False,,1017,696,1.037480744835512,1.037480744835512,1.2589254117941673,130.61108739205662,130.61108739205662,0.04942929604772295,-0.049429296047723004,6,-6,1023,690,False,True,True,0,0,1023,690
6,2026-03-18 00:00:00,22h00,Caixa UA,Fisioterapia,10,8,Design,Excel,Excel,False,False,,1072,745,1.037480744835512,1.037480744835512,1.0225651825635729,106.08916872489168,106.08916872489168,0.04689646221862931,-0.04689646221862938,5,-5,1077,740,False,True,True,0,0,1077,740
6,2026-03-18 00:00:00,22h20,Caixa UA,Eng. Eletrónica e Telecomunicações,10,1,Eng. Computadores e Telemática,Excel,Excel,False,False,,828,361,1.037480744835512,1.037480744835512,1.2589254117941673,130.61108739205662,130.61108739205662,0.013370695868739624,-0.013370695868739542,2,-2,830,359,False,True,True,0,0,830,359
6,2026-03-18 00:00:00,22h40,Caixa UA,Eng. Mecânica,1,12,MTC,Excel,Excel,False,False,,1161,823,1.037480744835512,1.037480744835512,1.2820888539868154,133.0142499179549,133.0142499179549,-0.9574296826682662,0.9574296826682662,-127,127,1034,950,False,True,True,0,0,1034,950
6,2026-03-18 00:00:00,23h00,Caixa UA,Biologia,6,8,Tradução,Excel,Excel,False,False,,717,564,1.037480744835512,1.037480744835512,1.0291860089647606,106.77606671550477,106.77606671550477,-0.8036369036378818,0.8036369036378819,-86,86,631,650,False,True,True,0,0,631,650
6,2026-03-18 00:00:00,23h20,Caixa UA,Educação Básica,0,21,Eng. Física,Excel,Excel,False,False,Ed.Básica,529,500,1.037480744835512,1.136008748923453,1.4531984602822678,150.76654209674663,165.08461648027472,-0.5663807894088588,0.5663807894088588,0,0,529,500,True,True,True,0,0,529,500
6,2026-03-18 00:00:00,23h40,Caixa UA,Economia,0,21,Eng. Civil,Excel,Excel,False,False,Economia,702,723,1.136008748923453,1.037480744835512,1.4531984602822678,165.08461648027472,150.76654209674663,-0.45179589650048396,0.4517958965004839,0,0,702,723,True,True,True,0,0,702,723
7,2026-05-06 00:00:00,20h00,Caixa UA,Eng. e Gestão Industrial,7,5,Design,Excel,Excel,False,False,,1023,740,1.0,1.0,1.0342196941293802,103.42196941293803,103.42196941293803,0.06871957640101145,-0.06871957640101148,7,-7,1030,733,False,True,True,0,0,1030,733
7,2026-05-06 00:00:00,20h20,Caixa UA,Fisioterapia,21,0,Eng. Civil,Excel,Excel,False,False,,1077,723,1.0,1.0,1.4531984602822678,145.31984602822678,145.31984602822678,0.036952818142947264,-0.03695281814294715,5,-5,1082,718,False,True,True,0,0,1082,718
7,2026-05-06 00:00:00,20h40,Caixa UA,Eng. Eletrónica e Telecomunicações,0,11,MTC,Excel,Excel,False,False,,830,950,1.0,1.0,1.362204366553743,136.2204366553743,136.2204366553743,-0.2487592064662893,0.24875920646628935,-34,34,796,984,False,True,True,0,0,796,984
7,2026-05-06 00:00:00,21h00,Caixa UA,Biologia,19,0,Eng. Física,Excel,Excel,False,False,,631,500,1.0,1.037480744835512,1.4387268865499157,143.87268865499158,149.26514418726836,0.230311244444399,-0.230311244444399,33,-34,664,466,False,True,True,0,0,664,466
7,2026-05-06 00:00:00,21h20,Caixa UA,Tradução,14,7,Eng. Computadores e Telemática,Excel,Excel,False,False,,650,359,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,0.06415132485530128,-0.06415132485530127,7,-7,657,352,False,True,True,0,0,657,352
7,2026-05-06 00:00:00,21h40,Caixa UA,Economia,8,9,Psicologia,Excel,Excel,False,False,,702,690,1.037480744835512,1.0,1.011847940917809,104.97727554036875,101.1847940917809,-0.5276029280358774,0.5276029280358774,-55,53,647,743,False,True,True,0,0,647,743
5,2026-05-06 00:00:00,22h00,Caixa UA,Economia,12,5,Eng. Física,Excel,Excel,False,False,,647,466,1.0,1.0,1.091493425617897,109.1493425617897,109.1493425617897,0.15881500025147777,-0.1588150002514778,17,-17,664,449,False,True,True,0,0,664,449
7,2026-08-01 00:00:00,15h00,PAH (Aristides Hall),Eng. Mecânica,21,0,Educação Básica,,Placeholder,True,True,Ed.Básica,1034,529,1.0,1.0,1.4531984602822678,145.31984602822678,145.31984602822678,0.009459587500912359,-0.009459587500912435,0,0,1034,529,True,True,True,0,0,1034,529
E1,2026-05-26 00:00:00,20h00,Caixa UA,Fisioterapia,18,5,Design,,Excel,False,False,,1082,733,1.5,1.5,1.1366591441393648,170.4988716209047,170.4988716209047,0.03862708048597541,-0.038627080485975275,7,-7,1089,726,False,True,True,0,0,1089,726
E1,2026-05-26 00:00:00,20h30,Caixa UA,Eng. Mecânica,21,9,Biologia,,Excel,False,False,,1034,664,1.5,1.5,1.0884229198901703,163.26343798352553,163.26343798352553,0.03205177802787107,-0.032051778027871104,5,-5,1039,659,False,True,True,0,0,1039,659
E1,2026-05-26 00:00:00,21h00,Caixa UA,MTC,7,8,Eng. Eletrónica e Telecomunicações,,Excel,False,False,,984,796,1.5,1.5,1.0134426905796656,152.01640358694985,152.01640358694985,-0.8496098069621892,0.8496098069621894,-129,129,855,925,False,True,True,0,0,855,925
E1,2026-05-26 00:00:00,21h30,Caixa UA,Eng. e Gestão Industrial,13,4,Eng. Civil,,Excel,False,False,,1030,718,1.5,1.5,1.125092775800282,168.7639163700423,168.7639163700423,0.053472820155875955,-0.05347282015587596,9,-9,1039,709,False,True,True,0,0,1039,709
E2,2026-05-27 00:00:00,20h30,Caixa UA,Fisioterapia,14,9,Eng. e Gestão Industrial,,Excel,False,False,,1089,1039,1.5,1.5,1.0451738918191427,156.7760837728714,156.7760837728714,0.3868631798468569,-0.3868631798468569,61,-61,1150,978,False,True,True,0,0,1150,978
E2,2026-05-27 00:00:00,21h00,Caixa UA,Eng. Mecânica,18,5,Eng. Eletrónica e Telecomunicações,,Excel,False,False,,1039,925,1.5,1.5,1.1366591441393648,170.4988716209047,170.4988716209047,0.25922917135863655,-0.25922917135863655,44,-44,1083,881,False,True,True,0,0,1083,881
E3L,2026-05-27 00:00:00,21h30,Caixa UA,Eng. e Gestão Industrial,11,5,Eng. Eletrónica e Telecomunicações,,Excel,False,False,,978,881,0.75,0.75,1.0820373898183429,81.15280423637572,81.15280423637572,0.290408063905238,-0.290408063905238,24,-24,1002,857,False,True,True,0,0,1002,857
E3,2026-05-27 00:00:00,22h30,Caixa UA,Fisioterapia,21,9,Eng. Mecânica,,Excel,False,False,,1150,1083,1.5,1.5,1.0884229198901703,163.26343798352553,163.26343798352553,0.35044293597254883,-0.3504429359725488,57,-57,1207,1026,False,True,True,0,0,1207,1026
