Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Divisao,Grupo,Fonte_Data,Fonte_Local,Data_Placeholder,Local_Placeholder,Falta de Comparência,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Was In Previous Season 1,Was In Previous Season 2,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
3,2025-12-17 00:00:00,21h20,Caixa UA,Eng. e Gestão Industrial,7,6,Biologia,1,,Excel,Excel,False,False,,1148,906,1.2137926106053525,1.2137926106053525,1.0155344930023524,123.26482634211084,123.26482634211084,0.09718490446800854,-0.09718490446800851,12,-12,1160,894,False,True,True,0,0,1160,894
3,2025-12-17 00:00:00,21h20,Caixa UA,Administração Pública,14,4,"Línguas, Literaturas e Culturas",2,B,Excel,Excel,False,False,,427,299,1.0,1.0,1.1334615816706974,113.34615816706975,113.34615816706975,0.23524579684000335,-0.23524579684000338,27,-27,454,272,False,True,False,0,0,454,272
3,2025-12-17 00:00:00,21h40,Caixa UA,Ciências do Mar,9,14,Eng. Biomédica,2,B,Excel,Excel,False,False,,533,545,1.3333333333333333,1.0,1.0451738918191427,139.356518909219,104.51738918191427,-0.4723970719641226,0.4723970719641226,-66,49,467,594,False,False,True,0,0,467,594
4,2025-12-17 00:00:00,21h40,Caixa UA,Eng. Informática,12,13,Eng. e Gestão Industrial,1,,Excel,Excel,False,False,,683,1160,1.2137926106053525,1.0,1.0080363905839886,122.35471221121362,100.80363905839886,-0.012208582670271929,0.012208582670271917,-1,1,682,1161,False,True,True,0,0,682,1161
3,2025-12-17 00:00:00,22h00,Caixa UA,Economia,4,15,Contabilidade,2,A,Excel,Excel,False,False,,675,554,1.3333333333333333,1.3333333333333333,1.141308697219414,152.17449296258852,152.17449296258852,-0.7529580182879438,0.7529580182879438,-115,115,560,669,False,True,False,0,0,560,669
4,2025-12-17 00:00:00,22h00,Caixa UA,Eng. Mecânica,11,10,Eng. Aeroespacial,1,,Excel,Excel,False,False,,1141,962,1.0,1.2137926106053525,1.009576582776887,100.9576582776887,122.54165960147884,0.16129136407188738,-0.16129136407188746,16,-20,1157,942,False,True,True,0,0,1157,942
3,2025-12-17 00:00:00,22h20,Caixa UA,Música,2,21,Eng. Civil,2,A,Excel,Excel,False,False,,338,547,1.0,2.0,1.2650827381797884,126.50827381797885,253.0165476359577,-0.12730935567501678,0.12730935567501667,-16,32,322,579,False,False,True,0,0,322,579
4,2025-12-17 00:00:00,22h20,Caixa UA,Matemática,8,13,Eng. Computadores e Telemática,1,,Excel,Excel,False,False,,928,922,1.0,1.2137926106053525,1.0497486783613876,104.97486783613877,127.41771887877871,-0.513811995706751,0.513811995706751,-54,65,874,987,False,True,True,0,0,874,987
3,2025-12-17 00:00:00,22h40,Caixa UA,Biologia e Geologia,7,8,Design,2,A,Excel,Excel,False,False,,547,616,1.3333333333333333,1.3333333333333333,1.0134426905796656,135.12569207728873,135.12569207728873,-0.34626142502570817,0.3462614250257082,-47,47,500,663,False,True,True,0,0,500,663
4,2025-12-17 00:00:00,22h40,Caixa UA,Eng. Eletrónica e Telecomunicações,10,12,Eng. de Materiais,1,,Excel,Excel,False,False,,973,1339,1.0,1.2137926106053525,1.0183993761470242,101.83993761470242,123.61256374123589,-0.03321467812433242,0.03321467812433243,-3,4,970,1343,False,True,True,0,0,970,1343
3,2025-12-17 00:00:00,23h00,Caixa UA,Física,9,7,Gestão e Planeamento em Turismo,2,A,Excel,Excel,False,False,,418,773,1.0,1.0,1.0254498997012387,102.54498997012386,102.54498997012386,0.963373558823953,-0.9633735588239531,99,-99,517,674,False,False,True,0,0,517,674
4,2025-12-17 00:00:00,23h00,Caixa UA,Biotecnologia,8,17,MTC,1,,Excel,Excel,False,False,,758,770,1.0,1.0,1.0782907841670066,107.82907841670067,107.82907841670067,-0.4723970719641226,0.4723970719641226,-51,51,707,821,False,True,True,0,0,707,821
4,2025-12-17 00:00:00,23h20,Caixa UA,Biologia,11,10,Tecnologias de Informação,1,,Excel,Excel,False,False,,894,700,1.0,1.0,1.009576582776887,100.9576582776887,100.9576582776887,0.14346475985469687,-0.14346475985469692,14,-14,908,686,False,True,True,0,0,908,686
4,2026-02-18 00:00:00,21h20,Caixa UA,Contabilidade,21,0,Física,2,A,Excel,Excel,False,False,,669,517,1.4142135623730951,1.4142135623730951,1.4531984602822678,205.51329713508827,205.51329713508827,0.19782059646391625,-0.1978205964639162,41,-41,710,476,False,False,False,0,0,710,476
4,2026-02-18 00:00:00,21h20,Caixa UA,Eng. Mecânica B,7,8,Administração Pública,2,B,Excel,Excel,False,False,,433,454,1.4142135623730951,1.4142135623730951,1.0134426905796656,143.32243977056433,143.32243977056433,-0.45179589650048396,0.4517958965004839,-65,65,368,519,False,False,True,0,0,368,519
4,2026-02-18 00:00:00,21h40,Caixa UA,Eng. Civil,10,0,Economia,2,A,Excel,Excel,False,False,,579,560,1.4142135623730951,1.4142135623730951,1.3492828476735634,190.81741026573445,190.81741026573445,0.4563621892682824,-0.4563621892682823,87,-87,666,473,False,True,True,0,0,666,473
4,2026-02-18 00:00:00,21h40,Caixa UA,Psicologia,12,11,Gestão,2,B,Excel,Excel,False,False,,528,433,1.4142135623730951,1.4142135623730951,1.0087391026304013,142.65725198359792,142.65725198359792,0.2942186402879975,-0.2942186402879975,42,-42,570,391,False,True,True,0,0,570,391
4,2026-02-18 00:00:00,22h00,Caixa UA,Gestão e Planeamento em Turismo,12,13,Biologia e Geologia,2,A,Excel,Excel,False,False,,674,500,1.4142135623730951,1.4142135623730951,1.0080363905839886,142.55787349294994,142.55787349294994,-0.8323813491985673,0.8323813491985672,-119,119,555,619,False,True,True,0,0,555,619
4,2026-02-18 00:00:00,22h00,Caixa UA,"Línguas, Literaturas e Culturas",13,4,Ciências do Mar,2,B,Excel,Excel,False,False,,272,467,1.4142135623730951,1.4142135623730951,1.125092775800282,159.11214624647508,159.11214624647508,0.8576633185538569,-0.8576633185538569,136,-136,408,331,False,False,False,0,0,408,331
4,2026-02-18 00:00:00,22h20,Caixa UA,Design,8,12,Línguas e Relações Empresariais,2,A,Excel,Excel,False,False,,663,554,1.4142135623730951,1.4142135623730951,1.0413797439924106,147.27333575346887,147.27333575346887,-0.7318299924954319,0.7318299924954319,-108,108,555,662,False,True,True,0,0,555,662
4,2026-02-18 00:00:00,22h20,Caixa UA,Eng. Biomédica,12,16,Eng. Computacional,2,B,Excel,Excel,False,False,,594,291,1.4142135623730951,1.4142135623730951,1.0291860089647606,145.54888120826024,145.54888120826024,-0.9421730009711796,0.9421730009711797,-137,137,457,428,False,True,True,0,0,457,428
5,2026-02-18 00:00:00,22h40,Caixa UA,Biologia e Geologia,7,9,Contabilidade,2,A,Excel,Excel,False,False,,619,710,1.1547005383792515,1.1547005383792515,1.0254498997012387,118.40875512659697,118.40875512659697,-0.3019264607885232,0.30192646078852325,-36,36,583,746,False,True,False,0,0,583,746
5,2026-02-18 00:00:00,22h40,Caixa UA,Ciências do Mar,17,8,Eng. Mecânica B,2,B,Excel,Excel,False,False,,331,368,1.1547005383792515,1.1547005383792515,1.0782907841670066,124.51029490070279,124.51029490070279,0.5843806117829594,-0.5843806117829594,73,-73,404,295,False,False,False,0,0,404,295
5,2026-02-18 00:00:00,23h00,Caixa UA,Física,11,16,Eng. Civil,2,A,Excel,Excel,False,False,,476,666,1.1547005383792515,1.1547005383792515,1.0381801711228769,119.87872025302494,119.87872025302494,-0.14805165414742621,0.14805165414742627,-18,18,458,684,False,False,True,0,0,458,684
5,2026-02-18 00:00:00,23h00,Caixa UA,Administração Pública,15,14,Psicologia,2,B,Excel,Excel,False,False,,519,570,1.1547005383792515,1.1547005383792515,1.0069231420593452,116.26946942424534,116.26946942424534,0.615319223886335,-0.615319223886335,72,-72,591,498,False,True,True,0,0,591,498
5,2026-02-18 00:00:00,23h20,Caixa UA,Economia,11,4,Música,2,A,Excel,Excel,False,False,,473,322,1.1547005383792515,1.4142135623730951,1.1064537610602057,127.76227535879671,156.47619150300628,0.19928623210699692,-0.19928623210699686,25,-31,498,291,False,True,False,0,0,498,291
5,2026-02-18 00:00:00,23h20,Caixa UA,Gestão,12,3,Eng. Física,2,B,Excel,Excel,False,False,,391,583,1.1547005383792515,1.4142135623730951,1.148698354997035,132.6402608950437,162.45047927124713,0.8542567588106296,-0.8542567588106297,113,-139,504,444,False,True,True,0,0,504,444
5,2026-02-18 00:00:00,23h40,Caixa UA,Línguas e Relações Empresariais,15,9,Gestão e Planeamento em Turismo,2,A,Excel,Excel,False,False,,662,555,1.1547005383792515,1.1547005383792515,1.0524097791489255,121.52181385788535,121.52181385788535,0.2718005570047375,-0.27180055700473754,33,-33,695,522,False,True,True,0,0,695,522
5,2026-02-18 00:00:00,23h40,Caixa UA,Eng. Computacional,20,18,"Línguas, Literaturas e Culturas",2,B,Excel,Excel,False,False,,428,408,1.1547005383792515,1.1547005383792515,1.0105917512032914,116.69308391960712,116.69308391960712,0.4540780772195163,-0.4540780772195163,53,-53,481,355,False,True,False,0,0,481,355
5,2026-02-19 00:00:00,20h00,Caixa UA,Eng. Informática,8,10,Eng. Mecânica,1,,Excel,Excel,False,False,,682,1157,1.4142135623730951,1.4142135623730951,1.0225651825635729,144.61255495919247,144.61255495919247,-0.012432735254442407,0.01243273525444244,-2,2,680,1159,False,True,True,0,0,680,1159
5,2026-02-19 00:00:00,20h20,Caixa UA,Eng. Aeroespacial,8,5,Matemática,1,,Excel,Excel,False,False,,942,874,1.4142135623730951,1.4142135623730951,1.0481223894689577,148.22688982138953,148.22688982138953,0.3483492602467557,-0.3483492602467557,52,-52,994,822,False,True,True,0,0,994,822
5,2026-02-19 00:00:00,20h40,Caixa UA,Eng. Computadores e Telemática,8,12,Eng. Eletrónica e Telecomunicações,1,,Excel,Excel,False,False,,987,970,1.4142135623730951,1.4142135623730951,1.0413797439924106,147.27333575346887,147.27333575346887,-0.5390641711450747,0.5390641711450745,-79,79,908,1049,False,True,True,0,0,908,1049
5,2026-02-19 00:00:00,21h00,Caixa UA,Eng. de Materiais,10,9,Biotecnologia,1,,Excel,Excel,False,False,,1343,707,1.4142135623730951,1.4142135623730951,1.0105917512032914,142.91925605740713,142.91925605740713,0.00284944798775133,-0.0028494479877513093,0,0,1343,707,False,True,True,0,0,1343,707
5,2026-02-19 00:00:00,21h20,Caixa UA,MTC,3,9,Biologia,1,,Excel,Excel,False,False,,821,908,1.4142135623730951,1.4142135623730951,1.1161231740339044,157.8436529997654,157.8436529997654,-0.3097475878448485,0.30974758784484857,-49,49,772,957,False,True,True,0,0,772,957
5,2026-02-19 00:00:00,21h40,Caixa UA,Eng. e Gestão Industrial,9,8,Tecnologias de Informação,1,,Excel,Excel,False,False,,1161,686,1.4142135623730951,1.4142135623730951,1.011847940917809,143.09690811052556,143.09690811052556,0.01243273525444244,-0.012432735254442407,2,-2,1163,684,False,True,True,0,0,1163,684
6,2026-02-19 00:00:00,22h00,Caixa UA,Eng. Mecânica,4,2,Eng. e Gestão Industrial,1,,Excel,Excel,False,False,,1159,1163,1.1976915649387767,1.1976915649387767,1.0717734625362931,128.36540356049443,128.36540356049443,0.5092092987579135,-0.5092092987579135,65,-65,1224,1098,False,True,True,0,0,1224,1098
6,2026-02-19 00:00:00,22h20,Caixa UA,Matemática,6,16,Eng. Informática,1,,Excel,Excel,False,False,,822,680,1.1976915649387767,1.1976915649387767,1.10305425242207,132.11187737957613,132.11187737957613,-0.7871562322064868,0.7871562322064867,-104,104,718,784,False,True,True,0,0,718,784
6,2026-02-19 00:00:00,22h40,Caixa UA,Eng. Eletrónica e Telecomunicações,11,8,Eng. Aeroespacial,1,,Excel,Excel,False,False,,1049,994,1.1976915649387767,1.1976915649387767,1.0323578626791556,123.64463041290487,123.64463041290487,0.37599824138233284,-0.37599824138233284,46,-46,1095,948,False,True,True,0,0,1095,948
6,2026-02-19 00:00:00,23h00,Caixa UA,Biotecnologia,2,9,Eng. Computadores e Telemática,1,,Excel,Excel,False,False,,707,908,1.1976915649387767,1.1976915649387767,1.1623080652394242,139.20865655975678,139.20865655975678,-0.13572286633444114,0.13572286633444108,-19,19,688,927,False,True,True,0,0,688,927
6,2026-02-19 00:00:00,23h20,Caixa UA,Biologia,8,14,Eng. de Materiais,1,,Excel,Excel,False,False,,957,1343,1.1976915649387767,1.1976915649387767,1.0575570503382523,126.66271586316581,126.66271586316581,-0.027782009361476373,0.027782009361476456,-4,4,953,1347,False,True,True,0,0,953,1347
6,2026-02-19 00:00:00,23h40,Caixa UA,Tecnologias de Informação,10,8,MTC,1,,Excel,Excel,False,False,,684,772,1.1976915649387767,1.1976915649387767,1.0225651825635729,122.47176937564716,122.47176937564716,0.6922181614910834,-0.6922181614910834,85,-85,769,687,False,True,True,0,0,769,687
7,2026-03-04 00:00:00,20h00,PAH,Eng. Mecânica,14,7,Matemática,1,,Excel,Excel,False,False,,1224,718,1.1017225651702667,1.1017225651702667,1.0717734625362931,118.07970084269036,118.07970084269036,0.009373674422883171,-0.00937367442288317,1,-1,1225,717,False,True,True,0,0,1225,717
7,2026-03-04 00:00:00,20h00,PAH,Física,20,6,Economia,2,A,Excel,Excel,False,False,,458,498,1.0563009905346672,1.0563009905346672,1.1279448730054993,119.14492866242084,119.14492866242084,0.5910755963149434,-0.5910755963149433,70,-70,528,428,False,False,True,0,0,528,428
6,2026-03-04 00:00:00,20h20,PAH,Eng. Civil,16,5,Biologia e Geologia,2,A,Excel,Excel,False,False,,684,583,1.0563009905346672,1.0563009905346672,1.1233497625229583,118.6595466869884,118.6595466869884,0.28287513822634347,-0.28287513822634347,34,-34,718,549,False,True,True,0,0,718,549
8,2026-03-04 00:00:00,20h20,PAH,Matemática,5,14,Eng. e Gestão Industrial,1,,Excel,Excel,False,False,,717,1098,1.0440126386761064,1.1017225651702667,1.108449222600272,115.72349977253887,122.12035208841596,-0.02905329489710629,0.029053294897106396,-3,4,714,1102,False,True,True,0,0,714,1102
6,2026-03-04 00:00:00,20h40,PAH,Música,5,16,Física,2,A,Excel,Excel,False,False,,291,528,1.1547005383792515,1.0,1.1233497625229583,129.71325755734642,112.33497625229583,-0.10130111024046981,0.10130111024046984,-13,11,278,539,False,False,False,0,0,278,539
7,2026-03-04 00:00:00,20h40,PAH,Eng. Aeroespacial,7,14,Biotecnologia,1,,Excel,Excel,False,False,,948,688,1.1017225651702667,1.1017225651702667,1.0717734625362931,118.07970084269036,118.07970084269036,-0.9164213770695134,0.9164213770695134,-108,108,840,796,False,True,True,0,0,840,796
6,2026-03-04 00:00:00,21h00,PAH,Gestão e Planeamento em Turismo,12,10,Design,2,A,Excel,Excel,False,False,,522,555,1.0563009905346672,1.1547005383792515,1.0183993761470242,107.57362697839889,117.59463079220627,0.5754056999594935,-0.5754056999594935,62,-68,584,487,False,True,True,0,0,584,487
7,2026-03-04 00:00:00,21h00,PAH,Eng. Computadores e Telemática,14,8,Biologia,1,,Excel,Excel,False,False,,927,953,1.1017225651702667,1.1017225651702667,1.0575570503382523,116.51344663125602,116.51344663125602,0.5595827514697412,-0.5595827514697413,65,-65,992,888,False,True,True,0,0,992,888
6,2026-03-04 00:00:00,21h20,PAH,"Línguas, Literaturas e Culturas",6,17,Eng. Biomédica,2,B,Excel,Excel,False,False,,355,457,1.0563009905346672,1.1547005383792515,1.1097617886603237,117.2242476619424,128.14425348387968,-0.28101050017639057,0.2810105001763906,-33,36,322,493,False,False,True,0,0,322,493
7,2026-03-04 00:00:00,21h20,PAH,Eng. de Materiais,10,4,Tecnologias de Informação,1,,Excel,Excel,False,False,,1347,769,1.1017225651702667,1.1017225651702667,1.0959582263852172,120.74419084925773,120.74419084925773,0.004851631813707069,-0.004851631813707123,1,-1,1348,768,False,True,True,0,0,1348,768
7,2026-03-04 00:00:00,21h40,PAH,Eng. Biomédica,15,9,Eng. Mecânica B,2,B,Excel,Excel,False,False,,493,295,1.0563009905346672,1.0563009905346672,1.0524097791489255,111.16614921633804,111.16614921633804,0.13899678995854903,-0.1389967899585489,15,-15,508,280,False,True,False,0,0,508,280
8,2026-03-04 00:00:00,21h40,PAH,Tecnologias de Informação,4,15,Eng. Computadores e Telemática,1,,Excel,Excel,False,False,,768,992,1.0440126386761064,1.0440126386761064,1.141308697219414,119.15407045280297,119.15407045280297,-0.1127337519231929,0.1127337519231929,-13,13,755,1005,False,True,True,0,0,755,1005
6,2026-03-04 00:00:00,22h00,PAH,Eng. Mecânica B,6,10,Eng. Computacional,2,B,Excel,Excel,False,False,,280,481,1.0,1.0563009905346672,1.0524097791489255,105.24097791489255,111.16614921633804,-0.13572286633444114,0.13572286633444108,-14,15,266,496,False,False,True,0,0,266,496
7,2026-03-04 00:00:00,22h00,PAH,Eng. Informática,6,12,Eng. Eletrónica e Telecomunicações,1,,Excel,Excel,False,False,,784,1095,1.1017225651702667,1.1017225651702667,1.0717734625362931,118.07970084269036,118.07970084269036,-0.05394090929844385,0.05394090929844375,-6,6,778,1101,False,True,True,0,0,778,1101
6,2026-03-04 00:00:00,22h20,PAH,Psicologia,9,12,Ciências do Mar,2,B,Excel,Excel,False,False,,498,404,1.0563009905346672,1.0563009905346672,1.0291860089647606,108.71302007138976,108.71302007138976,-0.7038651771714404,0.7038651771714404,-77,77,421,481,False,True,False,0,0,421,481
8,2026-03-04 00:00:00,22h20,PAH,Eng. Eletrónica e Telecomunicações,6,9,Eng. Mecânica,1,,Excel,Excel,False,False,,1101,1225,1.0440126386761064,1.0440126386761064,1.0413797439924106,108.72136143893647,108.72136143893647,-0.24193827059114958,0.24193827059114958,-26,26,1075,1251,False,True,True,0,0,1075,1251
