Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Divisao,Grupo,Falta de Comparência,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
2,2024-11-12 00:00:00,22h30,Sintético,Eng. Informática,1.0,3.0,Finanças,1.0,,,868,880,1.4344650847254958,1.4344650847254958,1.1161231740339044,160.1039723404634,160.1039723404634,-0.4723970719641226,0.4723970719641226,-76,76,792,956,False,0,0,792,956
2,2024-11-13 00:00:00,16h30,Sintético,Psicologia,3.0,1.0,Eng. Computacional,2.0,A,,393,500,1.3710190645764506,1.3710190645764506,1.1161231740339044,153.02261500160625,153.02261500160625,0.7281994429952625,-0.7281994429952625,111,-111,504,389,False,0,0,504,389
2,2024-11-13 00:00:00,17h30,Sintético,Matemática,1.0,0.0,LRE,2.0,A,,500,377,1.3710190645764506,1.3710190645764506,1.0717734625362931,146.94218500443722,146.94218500443722,0.24363149773542248,-0.2436314977354225,36,-36,536,341,False,0,0,536,341
2,2024-11-13 00:00:00,17h30,Sintético,Eng. Biomédica,0.0,1.0,CBM,2.0,A,,607,607,1.3710190645764506,1.3710190645764506,1.0717734625362931,146.94218500443722,146.94218500443722,-0.5,0.5,-73,73,534,680,False,0,0,534,680
2,2024-11-13 00:00:00,20h00,Sintético,Gestao,3.0,3.0,EET,1.0,,,880,1120,1.4344650847254958,1.4344650847254958,1.0,143.4465084725496,143.4465084725496,0.4011868291216677,-0.4011868291216677,58,-58,938,1062,False,0,0,938,1062
2,2024-11-13 00:00:00,20h00,Sintético,EGI,2.0,1.0,Eng.Cívil,1.0,,,1000,1120,1.4344650847254958,1.4344650847254958,1.0717734625362931,153.74216107436618,153.74216107436618,0.7512407935337106,-0.7512407935337106,115,-115,1115,1005,False,0,0,1115,1005
2,2024-11-13 00:00:00,21h00,Sintético,AP,4.0,1.0,Eng. Química,2.0,A,,500,393,1.3710190645764506,1.3710190645764506,1.148698354997035,157.48873441485426,157.48873441485426,0.2718005570047375,-0.27180055700473754,43,-43,543,350,False,0,0,543,350
2,2024-11-13 00:00:00,21h00,Sintético,Eng. Mecânica B,5.0,2.0,MTC,2.0,A,,623,500,1.3710190645764506,1.3710190645764506,1.0959582263852172,150.25796223535266,150.25796223535266,0.24363149773542248,-0.2436314977354225,37,-37,660,463,False,0,0,660,463
2,2024-11-14 00:00:00,21h30,Sintético,Design,1.0,4.0,Contabilidade,2.0,B,,500,623,1.3333333333333333,1.3333333333333333,1.148698354997035,153.15978066627133,153.15978066627133,-0.2436314977354225,0.24363149773542248,-37,37,463,660,False,0,0,463,660
2,2024-11-14 00:00:00,21h30,Sintético,Biologia,3.0,2.0,Biologia e Geologia,2.0,B,,377,385,1.3333333333333333,1.3333333333333333,1.0413797439924106,138.85063253232138,138.85063253232138,0.518412351222626,-0.5184123512226259,72,-72,449,313,False,0,0,449,313
2,2024-11-14 00:00:00,22h30,Sintético,TI,0.0,7.0,Eng. Materiais,2.0,B,,623,500,1.3333333333333333,2.0,1.3020054543174677,173.60072724232901,260.40109086349355,-0.7563685022645775,0.7563685022645775,-131,197,492,697,False,0,0,492,697
2,2024-11-14 00:00:00,22h30,Sintético,ECT,4.0,0.0,Música,2.0,B,,615,377,1.3333333333333333,1.3333333333333333,1.2311444133449163,164.1525884459888,164.1525884459888,0.10046568199024475,-0.10046568199024475,16,-16,631,361,False,0,0,631,361
3,2024-11-26 00:00:00,21h30,Sintético,Fisioterapia,2.0,1.0,Gestao,1.0,,,1148,938,1.2137926106053525,1.2137926106053525,1.0717734625362931,130.0910709069465,130.0910709069465,0.12628957905491867,-0.12628957905491864,16,-16,1164,922,False,0,0,1164,922
3,2024-11-26 00:00:00,21h30,Sintético,Finanças,3.0,4.0,Eng. Física,1.0,,,956,864,1.2137926106053525,1.2137926106053525,1.0291860089647606,124.92183726198405,124.92183726198405,-0.7000112251852586,0.7000112251852586,-87,87,869,951,False,0,0,869,951
3,2024-11-26 00:00:00,22h30,Sintético,EET,1.0,4.0,EGI,1.0,,,1062,1115,1.2137926106053525,1.2137926106053525,1.148698354997035,139.42815751099252,139.42815751099252,-0.38032993911150986,0.3803299391115099,-53,53,1009,1168,False,0,0,1009,1168
3,2024-11-26 00:00:00,22h30,Sintético,Economia,1.0,3.0,Eng. Mecânica,1.0,,,851,1192,1.2137926106053525,1.2137926106053525,1.1161231740339044,135.4742061167745,135.4742061167745,-0.04145825618254646,0.041458256182546505,-6,6,845,1198,False,0,0,845,1198
3,2024-11-27 00:00:00,16h30,Sintético,Contabilidade,4.0,3.0,Geologia,2.0,B,,660,500,1.0,1.3333333333333333,1.0291860089647606,102.91860089647606,137.2248011953014,0.18638778949441315,-0.18638778949441326,19,-26,679,474,False,0,0,679,474
3,2024-11-27 00:00:00,16h30,Sintético,Biologia e Geologia,0.0,0.0,Design,2.0,B,,313,463,1.0,1.0,1.0,100.0,100.0,0.29923999108689825,-0.29923999108689825,30,-30,343,433,False,0,0,343,433
3,2024-11-27 00:00:00,17h30,Sintético,Eng. Materiais,0.0,3.0,ECT,2.0,B,,697,631,1.3333333333333333,1.0,1.1962311988513155,159.49749318017538,119.62311988513154,-0.6474576124292521,0.647457612429252,-103,77,594,708,False,0,0,594,708
3,2024-11-27 00:00:00,17h30,Sintético,Música,0.0,2.0,Biologia,2.0,B,,361,449,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,-0.3077818385089166,0.3077818385089166,-35,35,326,484,False,0,0,326,484
3,2024-11-27 00:00:00,20h00,Sintético,Eng. Computacional,1.0,2.0,CBM,2.0,A,,389,680,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.06415132485530127,0.06415132485530128,-7,7,382,687,False,0,0,382,687
3,2024-11-27 00:00:00,20h00,Sintético,LRE,0.0,3.0,Psicologia,2.0,A,LRE,341,504,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,-0.1822338771942769,0.18223387719427697,0,0,341,504,True,0,0,341,504
3,2024-11-27 00:00:00,21h00,Sintético,MTC,5.0,3.0,Matemática,2.0,A,,463,536,1.0,1.0,1.0524097791489255,105.24097791489255,105.24097791489255,0.6620302481728175,-0.6620302481728175,70,-70,533,466,False,0,0,533,466
3,2024-11-27 00:00:00,21h00,Sintético,Eng. Química,2.0,2.0,Eng. Mecânica B,2.0,A,,350,660,1.0,1.0,1.0,100.0,100.0,0.4455871395661248,-0.44558713956612483,45,-45,395,615,False,0,0,395,615
3,2024-11-27 00:00:00,22h00,Sintético,Eng. Biomédica,2.0,2.0,AP,2.0,A,,534,543,1.0,1.0,1.0,100.0,100.0,0.020711407739336662,-0.020711407739336662,2,-2,536,541,False,0,0,536,541
3,2024-11-28 00:00:00,21h30,Sintético,Biotecnologia,6.0,0.0,Eng. Informática,1.0,,,1035,792,1.2137926106053525,1.2137926106053525,1.2820888539868154,155.61899771086811,155.61899771086811,0.09637978196241315,-0.09637978196241301,15,-15,1050,777,False,0,0,1050,777
3,2024-11-28 00:00:00,22h30,Sintético,GPT,1.0,1.0,Eng.Cívil,1.0,,,1042,1005,1.2137926106053525,1.2137926106053525,1.0,121.37926106053524,121.37926106053524,-0.08438061178295941,0.08438061178295941,-10,10,1032,1015,False,0,0,1032,1015
4,2024-12-10 00:00:00,21h30,Sintético,Eng. Computacional,2.0,5.0,Eng. Biomédica,2.0,A,,382,536,1.0,1.0,1.0959582263852172,109.59582263852172,109.59582263852172,-0.19491372555580183,0.1949137255558019,-21,21,361,557,False,0,0,361,557
4,2024-12-10 00:00:00,21h30,Sintético,Eng. Informática,3.0,5.0,Economia,1.0,,,777,845,1.0,1.0,1.0524097791489255,105.24097791489255,105.24097791489255,-0.3483492602467557,0.3483492602467557,-37,37,740,882,False,0,0,740,882
4,2024-12-10 00:00:00,22h30,Sintético,Eng. Mecânica B,3.0,1.0,AP,2.0,A,,615,541,1.0,1.0,1.1161231740339044,111.61231740339043,111.61231740339043,0.3359120585329264,-0.3359120585329263,37,-37,652,504,False,0,0,652,504
4,2024-12-10 00:00:00,22h30,Sintético,Matemática,0.0,2.0,Eng. Química,2.0,A,,466,395,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,-0.657896469648991,0.6578964696489908,-76,76,390,471,False,0,0,390,471
4,2024-12-11 00:00:00,17h00,Sintético,Eng. Física,1.0,2.0,Biotecnologia,1.0,,,951,1050,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.2866267974788699,0.2866267974788699,-31,31,920,1081,False,0,0,920,1081
4,2024-12-11 00:00:00,18h00,Sintético,EGI,1.0,1.0,Fisioterapia,1.0,,,1168,1164,1.0,1.0,1.0,100.0,100.0,-0.009209298757913542,0.009209298757913598,-1,1,1167,1165,False,0,0,1167,1165
4,2024-12-11 00:00:00,21h00,Sintético,CBM,5.0,4.0,LRE,2.0,A,,687,341,1.0,1.0,1.0225651825635729,102.25651825635728,102.25651825635728,0.03966634185729201,-0.039666341857291926,4,-4,691,337,False,0,0,691,337
4,2024-12-11 00:00:00,21h00,Sintético,Eng.Cívil,0.0,2.0,EET,1.0,,,1015,1009,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,-0.513811995706751,0.513811995706751,-59,59,956,1068,False,0,0,956,1068
4,2024-12-11 00:00:00,22h00,Sintético,Design,1.0,1.0,Música,2.0,B,,433,326,1.0,1.0,1.0,100.0,100.0,-0.2281994429952625,0.22819944299526246,-23,23,410,349,False,0,0,410,349
4,2024-12-11 00:00:00,22h00,Sintético,Geologia,1.0,2.0,Biologia e Geologia,2.0,B,,474,343,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.769688755555601,0.769688755555601,-82,82,392,425,False,0,0,392,425
4,2024-12-11 00:00:00,23h00,Sintético,Biologia,0.0,3.0,Eng. Materiais,2.0,B,,484,594,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,-0.2663662975861926,0.26636629758619257,-32,32,452,626,False,0,0,452,626
4,2024-12-11 00:00:00,23h00,Sintético,ECT,3.0,0.0,TI,2.0,B,,708,492,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,0.12031680616063234,-0.1203168061606324,14,-14,722,478,False,0,0,722,478
4,2024-12-12 00:00:00,21h00,Sintético,Psicologia,4.0,4.0,MTC,2.0,A,,504,533,1.0,1.0,1.0,100.0,100.0,0.06638078940885889,-0.06638078940885883,7,-7,511,526,False,0,0,511,526
4,2024-12-12 00:00:00,22h00,Sintético,Eng. Mecânica,3.0,1.0,GPT,1.0,,,1198,1032,1.0,1.0,1.1161231740339044,111.61231740339043,111.61231740339043,0.1781522698239395,-0.17815226982393953,20,-20,1218,1012,False,0,0,1218,1012
4,2024-12-12 00:00:00,23h00,Sintético,Gestao,1.0,10.0,Finanças,1.0,,,922,869,1.0,1.0,1.2589254117941673,125.89254117941672,125.89254117941672,-0.6196700608884901,0.6196700608884902,-78,78,844,947,False,0,0,844,947
5,2025-02-17 00:00:00,21h00,Sintético,Eng. Materiais,2.0,1.0,Design,2.0,B,,626,410,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,0.12031680616063234,-0.1203168061606324,18,-18,644,392,False,0,0,644,392
5,2025-02-17 00:00:00,22h00,Sintético,Música,1.0,5.0,Geologia,2.0,B,,349,392,1.4142135623730951,1.4142135623730951,1.174618943088019,166.1162039935427,166.1162039935427,-0.4022630284507372,0.40226302845073725,-67,67,282,459,False,0,0,282,459
5,2025-02-17 00:00:00,23h00,Sintético,Biologia e Geologia,1.0,10.0,Contabilidade,2.0,B,,425,679,1.4142135623730951,1.4142135623730951,1.2589254117941673,178.0389391375445,178.0389391375445,-0.08790989184045007,0.08790989184045006,-16,16,409,695,False,0,0,409,695
5,2025-02-18 00:00:00,21h00,Sintético,Biotecnologia,4.0,1.0,Gestao,1.0,,,1081,844,1.4142135623730951,1.4142135623730951,1.148698354997035,162.45047927124713,162.45047927124713,0.10130111024046984,-0.10130111024046981,16,-16,1097,828,False,0,0,1097,828
5,2025-02-18 00:00:00,22h00,Sintético,GPT,2.0,1.0,EET,1.0,,,1012,1068,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,0.6261602410420533,-0.6261602410420534,95,-95,1107,973,False,0,0,1107,973
5,2025-02-18 00:00:00,23h00,Sintético,Economia,5.0,1.0,Eng. Física,1.0,,,882,920,1.4142135623730951,1.4142135623730951,1.174618943088019,166.1162039935427,166.1162039935427,0.5866158654624484,-0.5866158654624484,97,-97,979,823,False,0,0,979,823
5,2025-02-19 00:00:00,16h00,Sintético,MTC,2.0,4.0,CBM,2.0,A,,526,691,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,-0.17950479271357694,0.179504792713577,-27,27,499,718,False,0,0,499,718
5,2025-02-19 00:00:00,17h00,Sintético,LRE,2.0,8.0,Eng. Computacional,2.0,A,,337,361,1.4142135623730951,1.4142135623730951,1.148698354997035,162.45047927124713,162.45047927124713,-0.4449618828573019,0.44496188285730187,-72,72,265,433,False,0,0,265,433
5,2025-02-19 00:00:00,18h00,Sintético,Eng. Biomédica,3.0,4.0,Eng. Mecânica B,2.0,A,,557,652,1.4142135623730951,1.4142135623730951,1.0291860089647606,145.54888120826024,145.54888120826024,-0.2942186402879975,0.2942186402879975,-43,43,514,695,False,0,0,514,695
5,2025-02-19 00:00:00,21h00,Sintético,AP,4.0,1.0,Matemática,2.0,A,,504,390,1.4142135623730951,1.4142135623730951,1.148698354997035,162.45047927124713,162.45047927124713,0.25922917135863655,-0.25922917135863655,42,-42,546,348,False,0,0,546,348
5,2025-02-19 00:00:00,22h00,Sintético,TI,2.0,1.0,Biologia,2.0,B,,478,452,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,0.44041724853025865,-0.44041724853025876,67,-67,545,385,False,0,0,545,385
5,2025-02-19 00:00:00,22h30,Sintético,Fisioterapia,5.0,0.0,Eng.Cívil,1.0,,,1165,956,1.4142135623730951,1.4142135623730951,1.2589254117941673,178.0389391375445,178.0389391375445,0.12730935567501667,-0.12730935567501678,23,-23,1188,933,False,0,0,1188,933
5,2025-02-26 00:00:00,20h30,Sintético,Eng. Química,0.0,1.0,Psicologia,2.0,A,,471,511,1.4142135623730951,1.4142135623730951,1.0717734625362931,151.5716566510398,151.5716566510398,-0.4089244036850566,0.40892440368505667,-62,62,409,573,False,0,0,409,573
5,2025-02-26 00:00:00,21h30,Sintético,Finanças,1.0,3.0,EGI,1.0,,,947,1167,1.4142135623730951,1.4142135623730951,1.1161231740339044,157.8436529997654,157.8436529997654,-0.11647171194356075,0.11647171194356076,-18,18,929,1185,False,0,0,929,1185
5,2025-02-26 00:00:00,22h30,Sintético,Eng. Mecânica,6.0,0.0,Eng. Informática,1.0,,,1218,740,1.4142135623730951,1.4142135623730951,1.2820888539868154,181.31474454755332,181.31474454755332,0.012098007828988289,-0.012098007828988344,2,-2,1220,738,False,0,0,1220,738
6,2025-03-05 00:00:00,16h00,Sintético,Matemática,2.0,3.0,Eng. Mecânica B,2.0,A,,348,695,1.1709052329614258,1.1709052329614258,1.0413797439924106,121.93569917407434,121.93569917407434,-0.039316976787151195,0.03931697678715118,-5,5,343,700,False,0,0,343,700
6,2025-03-05 00:00:00,17h00,Sintético,Psicologia,1.0,3.0,AP,2.0,A,,573,546,1.1709052329614258,1.1709052329614258,1.1161231740339044,130.68744651058148,130.68744651058148,-0.5618513778857278,0.5618513778857277,-73,73,500,619,False,0,0,500,619
6,2025-03-05 00:00:00,18h00,Sintético,LRE,3.0,4.0,Eng. Biomédica,2.0,A,,265,514,1.1709052329614258,1.1709052329614258,1.0291860089647606,120.50792835875231,120.50792835875231,-0.0916731495334328,0.09167314953343275,-11,11,254,525,False,0,0,254,525
6,2025-03-05 00:00:00,20h30,Sintético,Eng. Informática,1.0,3.0,GPT,1.0,,,738,1107,1.1976915649387767,1.1976915649387767,1.1161231740339044,133.67713109731017,133.67713109731017,-0.0323387587259307,0.03233875872593073,-4,4,734,1111,False,0,0,734,1111
6,2025-03-05 00:00:00,21h30,Sintético,Eng. Física,0.0,6.0,Eng. Mecânica,1.0,,,823,1220,1.1976915649387767,1.1976915649387767,1.2820888539868154,153.55470059220318,153.55470059220318,-0.025172580384131046,0.02517258038413095,-4,4,819,1224,False,0,0,819,1224
6,2025-03-05 00:00:00,22h30,Sintético,Gestao,8.0,3.0,Economia,1.0,,,828,979,1.1976915649387767,1.1976915649387767,1.10305425242207,132.11187737957613,132.11187737957613,0.8007137678930032,-0.8007137678930031,106,-106,934,873,False,0,0,934,873
6,2025-03-06 00:00:00,21h00,Sintético,Eng.Cívil,3.0,6.0,Finanças,1.0,,,933,929,1.1976915649387767,1.1976915649387767,1.0717734625362931,128.36540356049443,128.36540356049443,-0.5092092987579135,0.5092092987579135,-65,65,868,994,False,0,0,868,994
6,2025-03-06 00:00:00,22h00,Sintético,EGI,1.0,1.0,Biotecnologia,1.0,,,1185,1097,1.1976915649387767,1.1976915649387767,1.0,119.76915649387767,119.76915649387767,-0.1922181614910834,0.1922181614910834,-23,23,1162,1120,False,0,0,1162,1120
6,2025-03-10 00:00:00,21h00,Sintético,Contabilidade,2.0,1.0,Música,2.0,B,,695,282,1.1547005383792515,1.1547005383792515,1.0717734625362931,123.75773942112522,123.75773942112522,0.021798584180775404,-0.021798584180775366,3,-3,698,279,False,0,0,698,279
6,2025-03-10 00:00:00,21h00,Sintético,CBM,0.0,2.0,Eng. Química,2.0,A,,718,409,1.1709052329614258,1.1709052329614258,1.148698354997035,134.50169149602098,134.50169149602098,-0.9451112987111225,0.9451112987111224,-127,127,591,536,False,0,0,591,536
6,2025-03-10 00:00:00,22h00,Sintético,Eng. Computacional,7.0,3.0,MTC,2.0,A,,433,499,1.1709052329614258,1.1709052329614258,1.0884229198901703,127.4440092574555,127.4440092574555,0.647457612429252,-0.6474576124292521,83,-83,516,416,False,0,0,516,416
6,2025-03-11 00:00:00,21h00,Sintético,Biologia,0.0,3.0,ECT,2.0,B,,385,722,1.1547005383792515,1.4142135623730951,1.1962311988513155,138.12888093396714,169.17263851493573,-0.04294729876043078,0.042947298760430797,-6,7,379,729,False,0,0,379,729
6,2025-03-11 00:00:00,22h00,Sintético,Design,2.0,4.0,TI,2.0,B,,392,545,1.1547005383792515,1.1547005383792515,1.0717734625362931,123.75773942112522,123.75773942112522,-0.19636309636211816,0.19636309636211824,-24,24,368,569,False,0,0,368,569
6,2025-03-11 00:00:00,23h00,Sintético,EET,0.0,0.0,Fisioterapia,1.0,,,973,1188,1.1976915649387767,1.1976915649387767,1.0,119.76915649387767,119.76915649387767,0.37870495121185144,-0.37870495121185144,45,-45,1018,1143,False,0,0,1018,1143
7,2025-03-12 00:00:00,20h30,Sintético,Eng. Informática,3.0,5.0,Eng. Física,1.0,,,734,819,1.1017225651702667,1.1017225651702667,1.0524097791489255,115.9463601494228,115.9463601494228,-0.3136997423166875,0.3136997423166875,-36,36,698,855,False,0,0,698,855
7,2025-03-12 00:00:00,21h30,Sintético,GPT,1.0,0.0,Fisioterapia,1.0,,,1111,1143,1.1017225651702667,1.1017225651702667,1.0717734625362931,118.07970084269036,118.07970084269036,0.5731539370836811,-0.5731539370836811,68,-68,1179,1075,False,0,0,1179,1075
7,2025-03-12 00:00:00,22h30,Sintético,Biotecnologia,3.0,2.0,Eng.Cívil,1.0,,,1120,868,1.1017225651702667,1.1017225651702667,1.0413797439924106,114.73115628676743,114.73115628676743,0.08939814937602752,-0.0893981493760276,10,-10,1130,858,False,0,0,1130,858
6,2025-03-13 00:00:00,21h00,Sintético,Geologia,3.0,5.0,Eng. Materiais,2.0,B,,459,644,1.1547005383792515,1.1547005383792515,1.0524097791489255,121.52181385788535,121.52181385788535,-0.15395489956790523,0.1539548995679052,-19,19,440,663,False,0,0,440,663
7,2025-03-13 00:00:00,22h00,Sintético,Eng. Mecânica,7.0,2.0,Gestao,1.0,,,1224,934,1.1017225651702667,1.1017225651702667,1.1334615816706974,124.87602012801885,124.87602012801885,0.06470650095392172,-0.06470650095392179,8,-8,1232,926,False,0,0,1232,926
7,2025-03-13 00:00:00,23h00,Sintético,Economia,2.0,3.0,EGI,1.0,,,873,1162,1.1017225651702667,1.1017225651702667,1.0413797439924106,114.73115628676743,114.73115628676743,-0.06526614656558313,0.06526614656558327,-7,7,866,1169,False,0,0,866,1169
7,2025-03-19 00:00:00,20h30,Sintético,Finanças,3.0,2.0,EET,1.0,,,994,1018,1.1017225651702667,1.1017225651702667,1.0413797439924106,114.73115628676743,114.73115628676743,0.5550381171426981,-0.5550381171426981,64,-64,1058,954,False,0,0,1058,954
8,2025-03-19 00:00:00,21h30,Sintético,Eng. Física,2.0,3.0,GPT,1.0,,,855,1179,1.0440126386761064,1.0440126386761064,1.0413797439924106,108.72136143893647,108.72136143893647,-0.0481470687239387,0.0481470687239387,-5,5,850,1184,False,0,0,850,1184
8,2025-03-19 00:00:00,22h30,Sintético,Gestao,4.0,2.0,Eng. Informática,1.0,,,926,698,1.0440126386761064,1.0440126386761064,1.0717734625362931,111.89450406855424,111.89450406855424,0.10910094185182329,-0.10910094185182319,12,-12,938,686,False,0,0,938,686
8,2025-03-25 00:00:00,22h00,Sintético,EET,2.0,3.0,Biotecnologia,1.0,,,954,1130,1.0440126386761064,1.0440126386761064,1.0413797439924106,108.72136143893647,108.72136143893647,-0.16506426078687103,0.16506426078687098,-18,18,936,1148,False,0,0,936,1148
8,2025-03-25 00:00:00,22h00,Sintético,Eng.Cívil,0.0,4.0,Economia,1.0,,,858,866,1.0440126386761064,1.0440126386761064,1.2311444133449163,128.5330327567573,128.5330327567573,-0.4815876487773741,0.48158764877737414,-62,62,796,928,False,0,0,796,928
7,2025-03-25 00:00:00,23h00,Sintético,AP,5.0,0.0,CBM,2.0,A,,619,591,1.0730485939541088,1.0730485939541088,1.2589254117941673,135.08881430188285,135.08881430188285,0.4358825789554114,-0.4358825789554113,59,-59,678,532,False,0,0,678,532
7,2025-03-27 00:00:00,21h00,Sintético,Eng. Química,2.0,1.0,Eng. Computacional,2.0,A,,536,516,1.0730485939541088,1.0730485939541088,1.0717734625362931,115.0065007011896,115.0065007011896,0.4540780772195163,-0.4540780772195163,52,-52,588,464,False,0,0,588,464
7,2025-03-27 00:00:00,22h00,Sintético,MTC,5.0,3.0,LRE,2.0,A,,416,254,1.0730485939541088,1.0730485939541088,1.0524097791489255,112.92868337793087,112.92868337793087,0.18361046449774743,-0.18361046449774748,21,-21,437,233,False,0,0,437,233
7,2025-03-27 00:00:00,23h00,Sintético,Eng. Biomédica,3.0,0.0,Matemática,2.0,A,,525,343,1.0730485939541088,1.0730485939541088,1.1962311988513155,128.3614205971442,128.3614205971442,0.15758842821716346,-0.1575884282171635,20,-20,545,323,False,0,0,545,323
